KEY,"English"
M_01_CRATES_PLACE,"[i]Some crates appear to have been left behind in the rush to evacuate. They may contain something useful.[/i]\n\nPlace 2 crates."
M_01_FIRST_DEFEAT_1,"[i]""If you’re running low on supplies, fall back to the base!"" Lieutenant Talcon adds. ""I’ll open the door for you!""[/i]\n\nOpen the door. Place tile 23B and 1 door."
M_01_FIRST_DEFEAT_2_DEPLOY,"[i]Another squad of Rebel troopers comes rushing out of the base to provide you with reinforcements.[/i]\n\nDeploy the regular Rebel Trooper group."
M_01_FIRST_DEFEAT_2_REINFORCE,"[i]More Rebel troopers come rushing out of the base to provide you with reinforcements.[/i]\n\nReinforce regular Rebel Troopers until there are 3 in the group."
M_01_FIRST_DEFEAT_3,"[i]""Fight them off as long as you can!"" Lieutenant Talcon says. With the door to the base open, you are presented with an opportunity to fall back to relative safety.[/i]\n\nEach Rebel may interrupt to perform a move action."
M_01_SECOND_DEFEAT_1,"[i]The withering fire from the Imperial forces is taking its toll on your team. ""We’re nearly done loading the last of the transports,"" Lieutenant Talcon informs you over your comlink. ""We just need a little more time. I’ll clear your way to your ship if you need to make an escape."" Another door opens on a remote signal from the command center.[/i]\n\nOpen the door. Place tiles 25B and 36B(2)."
M_01_SECOND_DEFEAT_3,"[i]Through the smoke and haze from the blaster fire, you see the outline of a dark, imposing figure striding out of the jungle. It is not until a glowing red blade appears in the figure’s hand that you realize a Dark Lord of the Sith has arrived. You know that you have no chance of defeating Darth Vader.[/i]\n\nDeploy Darth Vader. Darth Vader cannot be defeated."
M_01_VADER_NO_DEFEAT,"Darth Vader cannot be defeated."
M_01_WIN,"[i]""That’s it! The last ship is off!"" Lieutenant Talcon shouts excitedly. ""Great work! Get yourselves to safety!"" You retreat through the base to your ship and quickly get aboard. Your pilot is already there, ready to take off as soon as everyone is accounted for.[/i]{0}"
M_01_WIN_2,"[i]When the last of your team comes aboard, the small freighter takes off and rockets out of the docking bay. Your ship comes alongside the medium transport [/i]Freedom Fighter[i] and the two ships leave Yavin 4’s atmosphere only to come face to face with an Imperial Star Destroyer. Fortunately, the Star Destroyer is already preoccupied hauling in another transport, allowing both your ship and the [/i]Freedom Fighter[i] to make their escape into hyperspace.\n\nThanks to your heroic efforts, all of the remaining transports had enough time to take off before the Imperials could reach them.[/i]"
M_01_WIN_TROOPERS_SAVED,"[i] The surviving Rebel troopers who had fought alongside you come aboard your ship, thankful to you for saving their lives.[/i]\n\nYou receive the regular Rebel Troopers as allies for the next mission."
M_01_LOSS,"[i]Battered and beaten, you limp back to your ship with some remaining Rebel troopers covering you. You manage to make it to your ship and wait briefly for the troopers to catch up, but none of them appear. Your pilot is already aboard the ship, ready to take off as soon as everyone else is aboard.[/i]"
M_01_LOSS_2,"[i]When the last of your team comes aboard, the small freighter takes off and rockets out of the docking bay. Your ship comes alongside the medium transport [/i]Freedom Fighter[i] and the two ships leave Yavin 4’s atmosphere only to come face to face with an Imperial Star Destroyer. Fortunately, the Star Destroyer is already preoccupied hauling in another transport, allowing both your ship and the [/i]Freedom Fighter[i] to make their escape into hyperspace.\n\nDespite your efforts, {0} transports did not have enough time to launch and were captured before they could get off the ground.[/i]"
M_01_LOSS_2_SINGULAR,"[i]When the last of your team comes aboard, the small freighter takes off and rockets out of the docking bay. Your ship comes alongside the medium transport [/i]Freedom Fighter[i] and the two ships leave Yavin 4’s atmosphere only to come face to face with an Imperial Star Destroyer. Fortunately, the Star Destroyer is already preoccupied hauling in another transport, allowing both your ship and the [/i]Freedom Fighter[i] to make their escape into hyperspace.\n\nDespite your efforts, one transport did not have enough time to launch and was captured before it could get off the ground.[/i]"
M_02_NAME,"Search for Darpik"
M_02_DESC,"[i]Several members of the [/i]Freedom Fighter[i]’s crew, including Captain Darpik, have gone missing during a mission to acquire rations for the additional evacuees aboard the transport. Head planetside and discover what happened to the captain.[/i]"
M_02_SUSPECT_1,"Shistavanen"
M_02_SUSPECT_2,"Advozse"
M_02_SUSPECT_3,"Gran"
M_02_SUSPECT_4,"Nikto"
M_02_SUSPECT_1_COLOR,"blue"
M_02_SUSPECT_2_COLOR,"yellow"
M_02_SUSPECT_3_COLOR,"green"
M_02_SUSPECT_4_COLOR,"red"
M_02_LOCATION_1,"garbage dump"
M_02_LOCATION_1_LABEL,"Garbage Dump"
M_02_LOCATION_2,"conveyor room"
M_02_LOCATION_2_LABEL,"Conveyor Room"
M_02_LOCATION_3,"furnace room"
M_02_LOCATION_3_LABEL,"Furnace Room"
M_02_DOOR_1,"on the right"
M_02_DOOR_2,"in the middle"
M_02_DOOR_3,"on the left"
M_02_CRATE_PLACE,"{0}\n\nPlace 1 crate."
M_02_CRATE_SELECT,"[i]This crate may have something useful inside.[/i]\n\nA hero can interact with this crate to open it."
M_02_CRATE_OPEN,"[i]You find some useful supplies in the crate.[/i]\n\n"
M_02_CRATE_MEDPACK,"[i]You find some medical supplies in the crate.[/i]\n\nYou gained 1 medpac."
M_02_CRATE_DATAPAD,"[i]You also notice a datapad lying at the bottom of the crate.[/i]\n\nTest ."
M_02_CRATE_DATAPAD_MAIN,"You pick up the datapad and find it contains a list of the [/i]Freedom Fighter[i]’s crew and passengers. It would appear someone has been sharing information about the transport with these mercenaries."
M_02_CRATE_DATAPAD_PASS,"[i]{0} You notice that two names are conspicuously absent from the list: {1} and {2}.[/i]"
M_02_CRATE_DATAPAD_FAIL,"[i]{0}[/i]"
M_02_TARGET,"the closest Rebel mission token—if a Rebel within 1 space of that token can be the target of the attack, that Rebel becomes the target of the attack"
M_02_TARGET_DEADLY,"the closest Rebel mission token"
M_02_MALE_RECOGNIZE," You recognize this person from the docking bay holocam records. He had been among those who abducted the [/i]Freedom Fighter[i]’s crew."
M_02_FEMALE_RECOGNIZE," You recognize this person from the docking bay holocam records. She had been among those who abducted the [/i]Freedom Fighter[i]’s crew."
M_02_ACCOMPLICE_ATTACKS,"[i]The {0} fires at you![/i]\n\nRoll 1 blue and 1 green die. The Rebel closest to and in line of sight of the accomplice (the {1} mission token) suffers  equal to the  results."
M_02_ACCOMPLICE_SHOOT,"[i]As you turn your back to the {0}, you hear the click of a weapon safety just before you feel a sharp pain in your back.[/i]\n\nRoll 1 blue and 1 green die. You suffer  equal to the  results."
M_02_ACCOMPLICE_SHOOT_2,"[i]A frightened cry goes up from the other people in the cantina, who hurriedly scurry for the door.[/i]\n\nDiscard the indicated mission tokens."
M_02_ACCOMPLICE_SHOOTING,"[i]The {0} has pulled a blaster and is firing at you![/i]\n\nThis mission token is the accomplice. A Rebel can attack the accomplice (Health: 4, Defense: 1)."
M_02_MINOR_PERIL_1,"[b]Minor Peril[/b]\n\n[i]The stench of the garbage dump assaults your nostrils, making you gag.[/i]\n\nEach Rebel on tile 19B or a tile connected to it suffers 1."
M_02_MINOR_PERIL_2,"[b]Minor Peril[/b]\n\n[i]Radiant heat from the furnace at the end of the conveyor has turned the room into an oven, made worse by the singeing energy of flying blaster bolts.[/i]\n\nEach Rebel on tile 20B, or a tile connected to it, suffers 1."
M_02_MINOR_PERIL_3,"[b]Minor Peril[/b]\n\n[i]Radiant heat from the furnace has turned the room into an oven, made worse by the singeing energy of flying blaster bolts.[/i]\n\nEach Rebel on tile 23B, 24B, or a tile connected to either, suffers 1."
M_02_MAJOR,"[b]Major Peril[/b]\n\n[i]The relentless assassin droid IG-88 moves with inhuman speed, unleashing a barrage of blaster fire on the nearest threat.[/i]\n\nIG-88 [b]attacks[/b] « the closest Rebel » using 1 green and 1 yellow die and the following surge priority:\n\n: Recover 3\n: +2"
M_02_MAJOR_ALT,"[b]Major Peril[/b]\n\n[i]One among the enemy forces emerges as the top threat, unleashing a brutal attack on the closest member of your squad.[/i]\n\nThe Imperial figure with the highest figure cost that can attack [b]attacks[/b] « the closest Rebel »."
M_02_DEADLY,"[b]Deadly Peril[/b]\n\n[i]The Imperial forces have begun focusing their fire on the fleeing crew members.[/i]\n\nImperial figures will now target Rebel mission tokens directly. You can no longer protect them by being near them."
M_02_DEADLY_REPEAT,"[b]Deadly Peril[/b]\n\n[i]A stray blaster bolt strikes this crew member dead.[/i]\n\nDiscard this Rebel mission token."
M_02_OBJECTIVE_FIND_PEOPLE,"Find the [i]Freedom Fighter[/i]’s missing crew members."
M_02_OBJECTIVE_FREE,"Free all the captive members of the [i]Freedom Fighter[/i]’s crew."
M_02_OBJECTIVE_DOORS,"Open the docking bay doors."
M_02_OBJECTIVE_SHUTTLE,"Cover the crew members as they return to the shuttle and escape."
M_02_INTRO,"[i]The crew members went missing during a resupply mission on this mountainous Mid Rim world. You track the missing crew’s shuttle to a docking bay in a remote, sparsely populated region of the planet and decide that will be a good place to start looking.[/i]\n\nPlace tiles 01B, 18B(2), 21B, 25B, 26B, 36B(2), 39B, and 3 doors."
M_02_ENTRANCE,"[i]You enter the spaceport complex to which the docking bay is attached. To your left is the docking bay where the crew’s shuttle is docked. To your right is a cantina, with the sound of live music and the smell of fresh-cooked food wafting out through the open door.[/i]\n\nDeploy the Rebels."
M_02_CANTINA_PATRONS,"[i]The cantina is populated with a number of beings of multiple species.[/i]\n\nPlace 4 mission tokens as indicated."
M_02_CANTINA_CRATE_PLACE,"[i]A crate of supplies sits in a corner.[/i]\n\nPlace 1 crate."
M_02_DOCKING_CRATES_PLACE,"[i]It appears that your fellow crew members were in the middle of loading supplies onto their shuttle, as several crates sit against one wall, waiting to be carried aboard.[/i]\n\nPlace 2 crates."
M_02_TERMINAL_PLACE,"[i]A terminal near the entrance could be used to access the docking bay security systems with a bit of slicing.[/i]\n\nPlace 1 terminal."
M_02_BEGGAR_PLACE,"[i]A disheveled Bith in tattered clothing sits on the ground, holding out an open hand toward anyone who passes by.[/i]\n\nPlace 1 mission token as indicated."
M_02_BEGIN,"[i]You set out to discover what happened to the missing crew members.[/i]\n\n  Objective Updated  \n\nFind the [i]Freedom Fighter[/i]’s missing crew members."
M_02_IMPERIALS_ALERTED,"[i]A group of Imperial troops comes through the door that you had entered through. ""The {0} told us they would be going to the {1},"" you hear the leader say. ""Let’s check it out."""
M_02_DOCKING_VILLAIN,"[i]An ominous figure stands near the shuttle, waiting to destroy you.[/i]"
M_02_DOCKING_IMPERIALS,"[i]A squad of Imperial troops enters the docking bay. If you don’t move quickly, they will capture the freed crew members, or worse![/i]"
M_02_CANTINA_IMPERIALS,"[i]A squad of Imperial troops, responding to the sounds of the screaming cantina patrons, bursts through the doorway at the other end of the cantina. They quickly take stock of the situation and open fire on you![/i]"
M_02_DOOR_ALARM,"[i]A group of Imperial troops comes through the door that you had entered through. ""The alarm to the {0} was tripped,"" you hear the leader say. ""Let’s check it out.""[/i]"
M_02_IG88_ARRIVES,"[i]You think you hear a whirring sound coming from somewhere nearby. You look around, but cannot find its source. Just then, something lands on top of you, smashing you to the ground with a thud. You groggily look up to see the deadly assassin droid IG-88 standing over you, weapons at the ready.[/i]\n\nRoll 1 red die. « The healthy hero who has suffered the least  » suffers  equal to the  results and becomes Stunned. Then deploy IG-88 as close as possible to that hero."
M_02_IG88_DEFEATED,"[i]With one arm severed, IG-88 is so badly damaged that the droid’s combat algorithms determine that the value of the captives is now outweighed by the risk of total system failure, so the assassin droid makes a quick escape.[/i]"
M_02_WIN,"[i]With the surviving crew aboard, the shuttle’s ramp starts retracting as its engines power up. You watch the ship lift off through the open bay doors and blast away before you fall back to your own ship.[/i]"
M_02_DARPIK_CLUE,"[i]As your ship escorts the captain’s shuttle back to the [/i]Freedom Fighter[i], you receive a comm signal from Darpik. ""Thanks for getting us out of there,"" she says. You ask how those bounty hunters could have known where to find her.\n\n""I don’t want to jump to any conclusions,"" she answers, ""but just before we got nabbed, I got a message from {0} warning me that he had detected an unauthorized signal sent from the [/i]Freedom Fighter[i] to some place on the planet shortly after my shuttle had departed. It could be unrelated, but the timing seems suspect.""[/i]"
M_02_LOSS,"[i]As the last of the crew members falls to the ground dead, you realize your mission has been a failure. You are forced to retreat to your own ship, leaving the shuttle and its supplies behind. It will be a hungry few days aboard the [/i]Freedom Fighter[i] until another supply run can be attempted.[/i]"
M_02_LOSS_HEROES,"[i]The enemy forces prove too overwhelming for your team and you are forced to retreat to your ship, leaving the captured crew behind.[/i]"
M_02_STAR_MAP,"[i]Back aboard the [/i]Freedom Fighter[i], you learn that Captain Darpik had been carrying a star map containing the locations of many of the Rebellion's safe harbors in this sector of space. A lot of damage could be done if that map falls into Imperial hands. It is imperative that it be retrieved.[/i]"
M_02_DOOR_LOCKED,"[i]This door is labeled ""{0}."" On the wall next to the door is a slot for a keycard.[/i]{1}"
M_02_DOOR_HACK,"[i] The security on the door is so outdated it would take you a while to figure out how to override it. It would probably be less work to try to find a keycard.[/i]\n\nThis door is locked. A Rebel can interact to try to unlock it."
M_02_DOOR_HACK_ATTEMPT,"[i]You set about trying to override the keycard entry system.[/i]\n\nTest ."
M_02_DOOR_HACK_FAIL,"[i]You make an attempt to override the keycard entry system, but have no success. You will have to try another approach.[/i]"
M_02_DOOR_WRONG_1,"[i]The door slides open, and you find yourself looking at a large pile of garbage. You are immediately assaulted by the smell. Through stinging eyes, you can see there is no one in here. It seems you have the wrong door.[/i]"
M_02_DOOR_WRONG_2,"[i]The door slides open, and you find yourself in some kind of mineral processing facility. A conveyor runs along one of the walls, but it is not currently operating. The room is dark, and it appears no one is inside. It seems you have the wrong door.[/i]"
M_02_DOOR_WRONG_3,"[i]The door slides open, and you find yourself in some kind of maintenance room. A work bench is piled high with broken parts and various tools. There is a furnace for melting down junk at the opposite end of the room. In the glow of the furnace, you see there is no one inside. It seems you have the wrong door.[/i]"
M_02_DOOR_WRONG,"[i]You have already determined that your people are not through this door.[/i]"
M_02_DOOR_KEYCARD,"[i] The keycard you ""acquired"" seems to fit the reader on this door.[/i]\n\nA Rebel can interact with this door to try the keycard."
M_02_DOOR_RIGHT_1,"[i]The door slides open, and you find yourself looking at a large pile of garbage. You are immediately assaulted by the smell.[/i]\n\nOpen the door. Place tiles 19B and 36B(2)."
M_02_DOOR_RIGHT_2,"[i]The door slides open, and you find yourself in some kind of mineral processing facility. A conveyor runs along one of the walls, but it is not currently operating.[/i]\n\nOpen the door. Place tiles 20B and 36B."
M_02_DOOR_RIGHT_3,"[i]The door slides open, and you find yourself in some kind of maintenance room. A work bench is piled high with broken parts and various tools. There is a furnace for melting down junk at the opposite end of the room.[/i]\n\nOpen the door. Place tiles 23B, 24B, and 36B."
M_02_CREW_PLACE,"[i]You see the four missing crew members bound and gagged on the floor.[/i]\n\nPlace 4 Imperial mission tokens as indicated. These are crew members.\n\n  Objective Updated  \n\nFree all the captive members of the [i]Freedom Fighter[/i]’s crew."
M_02_GUARDS_PLACE,"[i]A number of hired goons are deployed throughout the room, keeping watch over the valuable hostages. As soon as they see you through the door, they let out a fierce cry as they charge at you.[/i]"
M_02_MERC_CRATE,"[i]This crate seems out of place in this room. You suspect it may contain supplies brought by the mercenaries who are holding your crew hostage.[/i]\n\nA hero can interact with this crate to open it."
M_02_BEGGAR_FLEE,"[i]The Bith in the corridor sees the armed mercenaries in the room and decides it’s time to leave.[/i]\n\nDiscard this mission token."
M_02_PATRONS_FLEE,"[i]Hearing the sounds of combat coming from down the corridor, everyone in the cantina makes their way for the exits.[/i]\n\nDiscard all neutral mission tokens."
M_02_TERMINAL,"[i]This terminal is connected to the docking bay’s security system. Its security lockout will have to be bypassed to gain access to the wider system.[/i]\n\nA Rebel can interact to try to gain access to the system."
M_02_TERMINAL_TEST,"[i]You attempt to circumvent the terminal’s security.[/i]\n\nTest ."
M_02_TERMINAL_FAIL,"[i]Your attempts to break into the system fail. You will have to keep trying to breach the security.[/i]"
M_02_TERMINAL_SUCCESS,"[i]You manage to brute force the password lockout on the system and gain access to the docking bay’s security net.[/i]"
M_02_TERMINAL_SURVEILLANCE,"[i]You check the bay’s surveillance holocam recordings for any clues as to what happened to the missing crew. You rewind through the past several hours, during which the bay sits completely still. At last, you detect movement.\n\nPlaying back the recording, you see the members of the [/i]Freedom Fighter[i]’s crew loading supplies into the shuttle when they suddenly come under attack. You see what appear to be stun blasts as the four crew members are quickly rendered motionless. Several figures enter the docking bay and collect the unconscious Rebels, carrying them out of the bay.[/i]"
M_02_TERMINAL_SURVEILLANCE_2,"[i]As the Rebels are hauled off, you get a good look at the face of a {0} who looks directly into the holocam. If you could locate this {0}, you might learn what happened to your people.{1}[/i]"
M_02_TERMINAL_BITH," As you are committing the alien’s appearance to your memory, you notice a familiar face among the kidnappers: the disheveled Bith who you had seen begging in the corridor."
M_02_TERMINAL_HACKED,"[i]The terminal awaits a command.[/i]\n\nA Rebel can interact with the terminal to open the docking bay doors."
M_02_TERMINAL_BAY_DOORS_OPT," Open bay doors."
M_02_TERMINAL_BAY_DOORS,"[i]You use the security system to open the bay’s large overhead doors, making way for the shuttle to take off.[/i]\n\nDiscard this terminal."
M_02_BEGGAR,"[i]""Spare some credits for a man down on his luck?"" the Bith asks you, holding out a hand in your direction.{0}[/i]\n\nA hero can interact with this token to question the Bith."
M_02_BEGGAR_RECOGNIZE," You recognize the Bith from the docking bay security feed."
M_02_BEGGAR_OPT_1," Give him 10 credits."
M_02_BEGGAR_OPT_2," Offer credits for information."
M_02_BEGGAR_OPT_3A," Threaten him."
M_02_BEGGAR_OPT_3,"Threaten him."
M_02_BEGGAR_GIVE,"[i]""Thank you! Thank you!"" he says gratefully as you hand him some credits. You show him an image of the missing crew members and ask if he has seen them.\n\n""Hmm...yes, yes. I have seen them. They were brought through here to the {0}."" He points to the door {1}.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_ACCOMPLICE_GIVE,"[i]""Thank you! Thank you!"" he says gratefully as you hand him some credits. You show him an image of the missing crew members and ask if he has seen them.\n\n""No, no. I have not seen these people.""[/i]"
M_02_BEGGAR_BRIBE,"[i]You offer the Bith credits if he will help you with your search. You show him an image of the missing crew members and ask if he has seen them.\n\n""Hmm...yes, yes. I have seen them. I will tell you where they went for...20 credits.""[/i]"
M_02_BEGGAR_OPT_4,"Give him 20 credits."
M_02_BEGGAR_OPT_6,"Decline his offer."
M_02_BEGGAR_BRIBE_2,"[i]You hand over 20 credits. He counts them, and when he’s satisfied with the total, says, ""They were brought through here to the {0}."" He points to the door {1}.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_ACCOMPLICE_BRIBE,"[i]You offer the Bith 10 credits if he can help you with your search. You show him an image of the missing crew members and ask if he has seen them.\n\n""No, no. I have not seen these people.""[/i]"
M_02_BEGGAR_DECLINE,"[i]You decline his offer, deciding he doesn’t actually have any information of use to you. He simply shrugs his shoulders and walks away.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_OPT_5,"Increase your offer to 20 credits."
M_02_BEGGAR_BELIEVE,"[i]You increase your offer to 20 credits for any information the Bith might have, but he insists he hasn't seen your missing crew members and you believe him, so you let him go when he walks away.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_THREATEN,"[i]You threaten to make things unpleasant for the Bith if he does not tell you everything he knows about your missing crew members.[/i]\n\nTest ."
M_02_BEGGAR_THREATEN_SUC,"[i]""Okay, okay! I’ll tell you what you want to know!"" the Bith says, cowering in fear. ""I saw your people come through here. They went into the {0}."" He points to the door {1}. When you turn to see where he is pointing, he takes off running away from you.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_THREATEN_FAIL,"[i]""I swear I don’t know anything!"" he cries out. ""Please, just let me go!"" You feel sorry for the Bith and let him go on his way.[/i]\n\nDiscard this mission token."
M_02_BEGGAR_ACCOMPLICE_THREATEN_FAIL,"[i]""Threaten me all you want,"" he says, ""but far worse things will happen to me if I tell you what you want to know."" The Bith walks away from you, and though you think he may know something of use to you, you can’t bring yourself to stop him from leaving.[/i]\n\nDiscard this mission token."
M_02_GAMBLER,"[i]An Advozse sits at a table, shuffling a deck of cards.{0}[/i]\n\nA hero can interact with this token to question the Advozse."
M_02_GAMBLER_OPT_1," Ask about missing crew."
M_02_GAMBLER_OPT_2," Threaten him."
M_02_GAMBLER_OPT_3," Play card game."
M_02_GAMBLER_SABACC,"[i]You challenge the Advozse to a hand of cards. He happily agrees and offers you the seat across the table. ""Ante is 5 credits,"" he says. You both toss your money into the middle of the table and the Advozse deals the cards.[/i]\n\nTest ."
M_02_GAMBLER_SABACC_WIN_BIG,"[i]You read the Advozse like a book, slow play him into building a big pot, and then take the hand and a nice {0} credits.\n\n""Blast!"" the Advozse says, pounding the table. ""Give me a chance to win back my credits? Ante is {1} credits.""[/i]\n\nYou gained {0} credits."
M_02_GAMBLER_SABACC_WIN_MED,"[i]You read the Advozse well, get him to call your raise, and then take the hand and a nice {0} credits.\n\n""Blast!"" the Advozse says, pounding the table. ""Give me a chance to win back my credits? Ante is {1} credits.""[/i]\n\nYou gained {0} credits."
M_02_GAMBLER_SABACC_WIN_SMALL,"[i]You go in strong with a big raise, frightening the Advozse into folding and giving you his {0} credit ante.\n\n""Blast!"" the Advozse says, pounding the table. ""Give me a chance to win back my credits? Ante is {1} credits.""[/i]\n\nYou gained {0} credits."
M_02_GAMBLER_SABACC_OPT_1,"Keep playing."
M_02_GAMBLER_SABACC_OPT_2,"Take your winnings and go."
M_02_GAMBLER_SABACC_QUIT,"[i]As you collect your winnings, the Advozse entreats you to stay for one more hand, but you politely decline the offer. You pocket the credits and return to your investigation.[/i]"
M_02_GAMBLER_SABACC_REDEAL,"[i]The Advozse shuffles up and deals again.[/i]\n\nTest ."
M_02_GAMBLER_SABACC_LOSS,"[i]As you pick up your cards, it takes all of your willpower to keep a straight face as you see that you have one of the best hands in the game. You slow play the hand, building the pot and fighting to keep from getting too excited. The pot has grown to 100 credits when you decide not to push things any further and lay down your hand, finally allowing yourself a grin.[/i]"
M_02_GAMBLER_SABACC_LOSS_2,"[i]""What?!?"" the Advozse says incredulously. ""There’s only one hand that could beat that!"" That’s when he turns over his cards, revealing the only possible hand that could beat yours. ""Lucky for me, I have that hand!"" With a grin on his own face, the Advozse pulls the pile of credits towards his side of the table.{0}[/i]\n\nYou lost 50 credits."
M_02_GAMBLER_SABACC_LOSS_FAIL," Stinging from your defeat, you decide you’d better cut your losses and get back to your investigation."
M_02_GAMBLER_SABACC_LOSS_SUC," You decide there is no way the Advozse won that hand legally, and that he must have cheated. Unfortunately, you don’t have time to deal with petty thieves, so you get back to your investigation."
M_02_GAMBLER_ASK,"[i]You approach the Advozse to ask about your missing crew members. You show him images on a datapad of the missing crew and ask if he has any information about their whereabouts.[/i]\n\nTest ."
M_02_GAMBLER_ASK_RESP,"[i]""They were here last night,"" he replies. ""They played a few hands with me and took a lot of my credits with them. I haven’t seen them since."" It seems to you the Advozse is telling the truth.[/i]"
M_02_GAMBLER_ACCOMPLICE_ASK,"[i]""They were here last night,"" he replies. ""They played a few hands with me and took a lot of my credits with them. I haven’t seen them since."" You can tell he is bluffing, and you stare him down for a long moment. He makes a move as if to pull a weapon on you, but you are faster and have your weapon pointed at his chest before he can draw his.[/i]"
M_02_GAMBLER_ACCOMPLICE_ASK_2,"[i]He slowly moves his hands back to where you can see them. ""Easy now,"" he says. ""This can be a win-win situation. You let me go, and I will tell you where your friends are. Deal?""\n\nYou agree to his terms, and after he surrenders his small holdout blaster, he hands you a keycard and tells you the crew are being held in the {0}.[/i]\n\nDiscard this mission token."
M_02_GAMBLER_THREATEN,"[i]You approach the Advozse and brandish your weapon at him, demanding to know where your people are.[/i]\n\nTest ."
