KEY,"English"
RAID_1_WARNING_5,"[i]""All nearby forces now responding,"" the Imperial dispatcher relays. ""We'll get those Rebels now!""\n\nYou hear several ships landing outside and race to complete your raid.[/i]\n\nThe mission will end after this round."
RAID_1_TOKEN_ANY,"[i]Imperial intel sits completely unprotected.[/i]\n\nA hero can interact with this token to steal the intel.\n, , or  increases fame."
RAID_1_TEST_ANY,"[i]You approach the intel.[/i]\n\nTest , , or ."
RAID_1_PASS_ANY,"[i]You easily raid the Empire's data.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."
RAID_1_FAIL_ANY,"[i]You raid some of the Empire's data before security protocols interfere.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."

RAID_1_TOKEN_STR,"[i]Imperial intel sits behind a thick security grate.[/i]\n\nA hero can interact with this token to steal the intel.\n increases fame."
RAID_1_TEST_STR,"[i]You pry at the grate.[/i]\n\nTest ."
RAID_1_PASS_STR,"[i]You easily rip the intel from its secure location.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."
RAID_1_FAIL_STR,"[i]You tear the grate aside, but lightly damage some of the intel.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."

RAID_1_TOKEN_TEC,"[i]Imperial intel is guarded by encryption protocols.[/i]\n\nA hero can interact with this token to steal the intel.\n increases fame."
RAID_1_TEST_TEC,"[i]You slice the encryption.[/i]\n\nTest ."
RAID_1_PASS_TEC,"[i]You easily transfer the intel to your own datapad.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."
RAID_1_FAIL_TEC,"[i]You infiltrate the device, but can only recover some of the intel.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."

RAID_1_TOKEN_INS,"[i]Imperial intel is scattered among mundane logistics logs.[/i]\n\nA hero can interact with this token to steal the intel.\n increases fame."
RAID_1_TEST_INS,"[i]You rummage through the data.[/i]\n\nTest ."
RAID_1_PASS_INS,"[i]You quickly identify the important intel.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."
RAID_1_FAIL_INS,"[i]You narrow the search, but ultimately swipe a random stack of logs into your pack.[/i]\n\nYou gained {0} fame.\n\nDiscard this token."

RAID_1_CRATE_INFO_1,"[i]A medpac and spare helmet rest in an open crate.[/i]\n\nA hero can interact with this crate to open it."
RAID_1_CRATE_CONTENTS_1,"[i]You toss the medpac in your pack and try on the helmet. A perfect fit![/i]\n\nGain the Reinforced Helmet (Tier III) from the item deck.\n\nYou gained 1 medpac.\n\nDiscard this token."
RAID_1_CRATE_INFO_2,"[i]A shield unit lies among Imperial supplies.[/i]\n\nA hero can interact with this crate to open it."
RAID_1_CRATE_CONTENTS_2,"[i]You gather the haul.[/i]\n\nGain the Personal Shields (Tier III) from the item deck.\n\nDraw 2 supply cards.\n\nDiscard this token."
RAID_1_CRATE_INFO_3,"[i]Heavy armor obscures your view of the Imperial supply cache.[/i]\n\nA hero can interact with this crate to open it."
RAID_1_CRATE_CONTENTS_3,"[i]You strap on your new armor and reach for the supply.[/i]\n\nGain the Laminate Armor (Tier III) from the item deck.\n\nDraw 1 supply card.\n\nDiscard this token."
RAID_1_CRATE_INFO_4,"[i]A medical crate sits open, revealing medpacs and a supply you can't quite make out.[/i]\n\nA hero can interact with this crate to open it."
RAID_1_CRATE_CONTENTS_4,"[i]You collect the supplies.[/i]\n\nDraw 1 supply card.\n\nYou gained 2 medpacs.\n\nDiscard this token."
RAID_1_HERO_DEFEATED,"[i]You lose some of your intel as you collapse.[/i]\n\nYou lost {0} fame."

RAID_1_END,"[i]Before the overwhelming Imperial reinforcements swarm the facility, you drop into the maintenance tunnels and exit the outpost through a disabled exhaust port.[/i]"
RAID_1_DEFEAT,"[i]Overwhelmed, you drop into the maintenance tunnels and exit the outpost through a disabled exhaust port.[/i]\n\nYou lost {0} fame."
RAID_1_STATS,"Total Fame: {0}
---------------------------------------------------------
Objectives
Base: {1}           Bonus: {2}\n
Fame from Enemies: {3}\n
Penalties from Defeated Heroes: {4}"
RAID_1_HEALTH_REMAINING,"PLAYTESTERS ONLY\n\nIf healthy, how much Health does {0} have left?"
RAID_1_HEALTH_REMAINING_2,"PLAYTESTERS ONLY\n\nIf wounded, how much  has {0} SUFFERED?"
RAID_1_HEALTH_1,"0–5"
RAID_1_HEALTH_2,"6–10"
RAID_1_HEALTH_3,"11–15"
RAID_1_HEALTH_4,"16+"
RAID_1_HEALTH_WOUNDED,"The hero was wounded."
RAID_1_HEALTH_WITHDRAWN,"The hero was withdrawn."

RAID_1_SURVIVAL,"Survival Score: {0}"
