KEY,"English"
CAM_TUT_NEW_CLASS_4,"You can change heroes' [b]Class card[/b] selections between missions by unselecting one of their Class cards and choosing another available card. During a mission, you can select Class cards for heroes whose cards you forgot to select before the mission began. However, you cannot change Class card selections until the mission ends."
CAM_TUT_NEW_HERO_4,"At the start of each mission, you can use the Training Screen to remind each player which [b]Class cards[/b] and [b]Reward cards[/b] that player’s hero has earned.\n\nSelect a 1 XP Class card for each hero, then select outside of the Training Screen to close it."
CAM_TUT_NEW_SQUAD,"The Inventory Screen contains all of the [b]items[/b] and [b]allies[/b] your squad has earned. Select the Inventory Screen now."
CAM_TUT_NEW_SQUAD_2,"These are the [b]Item cards[/b] your squad has earned over the course of the campaign. At the start of each mission, distribute these items among the heroes according to the rules for Item cards in the Rules Reference Guide."
CAM_TUT_NEW_ALLIES,"Above is a tab for [b]Allies[/b]. This tab lists all of the allies you have earned during the campaign. You have not earned any allies yet. Allies can be earned by completing missions and encounters.\n\nClose the Inventory Screen by selecting outside of the tracker to learn about encounters."
CAM_TUT_NEW_ENCOUNTERS,"Encounters are short narratives that take place in-between missions. Encounters appear on the map the same way missions do, except that they are identified by an exclamation point icon (!). As with missions, selecting an encounter will open a description of that encounter.\n\nBegin the encounter shown on the Campaign Map."
CAM_TUT_NEW_DONE,"This concludes the tutorial. You are now prepared to embark on a full campaign! You may continue the ""Flight of the [i]Freedom Fighter[/i]"" campaign with your current team of heroes by playing the next encounter, ""The Smuggler Sidestep."" Or, you can return to the title screen to start a new campaign with a hero team of your own choosing."
CAM_TUT_VET_OBJECTIVE_1,"Learn about campaigns."
CAM_TUT_VET_OBJECTIVE_2,"Begin the encounter shown on the Campaign Map."
CAM_TUT_VET_OBJECTIVE_3,"Begin ""The Smuggler Sidestep."""

CAM_TUT_VET_CAMPAIGN,"You’re well on your way to becoming legends of the Alliance! Before you head out on your own, let’s talk briefly about campaigns. We’ll start with something fun: new gear! Select the Armory button below."
CAM_TUT_VET_ARMORY,"This is the Armory. Here you can spend the credits you have earned over the course of the campaign to buy new weapons and modifications for your current weapons. You can even trade in your current weapons [i]at full value[/i] to purchase new ones. However, you cannot sell starting weapons in [i]Legends of the Alliance[/i]. You also cannot sell back items that are not weapons or modifications because those items are given to you for free."
CAM_TUT_VET_ARMORY_2,"The Armory will receive a new set of items after each mission, so be sure to check back in between missions. Note that the credit value printed on the Item cards may differ from those in the app. Ignore the printed price in these instances.\n\nSpend your credits, then select ""Leave"" to return to the Campaign Map."
CAM_TUT_VET_HERO,"The Training Screen records the Class cards and Reward cards that each hero has earned. Select the Training Screen now."
CAM_TUT_VET_HERO_2,"The Training Screen lists the cards earned for each hero. On the left side of the tracker is a list of the members of your squad. Selecting a hero’s portrait will display the cards for that hero. Any cards listed on the Training Screen [b]cannot[/b] be traded to another hero."
CAM_TUT_VET_HERO_3,"On the right side of the tracker is the Personal Inventory. This lists the hero’s starting weapon(s) and any hero-specific Reward cards the hero has earned. Reward cards that can be used by any player are instead listed in the Inventory Screen and can be assigned to any hero at the start of a mission."
CAM_TUT_VET_CLASS,"The middle section of the tracker lists the hero’s Class cards. Class cards are earned a bit differently in [i]Legends of the Alliance[/i]."
CAM_TUT_VET_CLASS_2,"In [i]Legends of the Alliance[/i], heroes do not earn XP. Instead, each hero earns one Class card after each mission. After the first mission, heroes unlock their 1 XP Class cards to choose from, and each subsequent mission unlocks the next XP level of Class cards."
CAM_TUT_VET_CLASS_3,"Heroes with a blue icon next to their portrait are eligible to gain one or more Class cards. For each of these heroes, select the hero's portrait to see that hero's Class cards. Glowing cards are available to be selected. Solid blue cards have already been selected. All other cards are locked."
CAM_TUT_VET_CLASS_4,"You can change heroes' Class card selections between missions by unselecting one of their Class cards and choosing another available card. During a mission, you can select available Class cards for heroes who did not have their cards selected before the mission began. However, you cannot change Class card selections until the mission ends."
CAM_TUT_VET_HERO_4,"At the start of each mission, you can use the Training Screen to remind each player which Class cards and Reward cards that player’s hero has earned.\n\nSelect a 1 XP Class card for each hero, then select outside of the Training Screen to close it."
CAM_TUT_VET_SQUAD,"The Inventory Screen contains all of the items and allies your squad has earned. Select the Inventory Screen now."
CAM_TUT_VET_SQUAD_2,"These are the Item cards your squad has earned over the course of the campaign. At the start of each mission, distribute these items among the heroes according to the rules for Item cards in the Rules Reference Guide."
CAM_TUT_VET_ALLIES,"Above is a tab for Allies. This tab lists all of the allies you have earned during the campaign. You have not earned any allies yet. Allies can be earned by completing missions and encounters. Note that when you earn an ally in [i]Legends of the Alliance[/i], that ally will only be available for a certain number of missions, indicated below the ally on the Ally tab. That number will count down each mission, whether or not you use the ally in that mission. When the number of missions remaining reaches 0, the ally will no longer be available to use.\n\nClose the Inventory Screen by selecting outside of the tracker to learn about encounters."
CAM_TUT_VET_ENCOUNTERS,"Encounters are short narratives that take place in-between missions. Encounters appear on the map the same way missions do, except that they are identified by an exclamation point icon (!). As with missions, selecting an encounter will open a description of that encounter.\n\nBegin the encounter shown on the Campaign Map."
CAM_TUT_VET_DONE,"This concludes the tutorial. You are now prepared to embark on a full campaign! You can continue the ""Flight of the [i]Freedom Fighter[/i]"" campaign by playing the next encounter, ""The Smuggler Sidestep,"" or you can start a new campaign by returning to the main menu. Either way, you have just begun your journey to become [i]Legends of the Alliance[/i]!"
TASK_01_NAME,"Spawn Encounters (Test)"
TASK_01_DESC,"Spawn all encounters for testing."

TASK_02_NAME,"Skip Mission 1"
TASK_02_DESC,"Simulate completing Mission 1: Evacuate Yavin 4."

TASK_03_NAME,"Skip Mission 2"
TASK_03_DESC,"Simulate completing Mission 2: The Missing Captain."

TASK_04_NAME,"Skip Mission 3"
TASK_04_DESC,"Simulate completing Mission 3: Race Against Time."

TASK_05_NAME,"Skip MIssion 4"
TASK_05_DESC,"Simulate completing Mission 4: Traitor."

TASK_06_NAME,"Test the Veteran Tutorial"
TASK_06_DESC,"Begin a campaign at the Veteran Tutorial."

TEST_TASK_NAME,"Test tasks"
TEST_TASK_DESCRIPTION,"Test tasks here!"
TASK_TEST_XM_0,"Here’s a task for task testing!"
TASK_TEST_XM_1,"This is a multiple choice message. Choose which one to test."
TASK_TEST_XM_2,"This is a normal message."
TASK_TEST_XM_3,"This is a confirm/cancel message."
TASK_TEST_XM_4,"This is a player select message."
TASK_TEST_XM_5,"This is a challenge message."
TASK_TEST_XM_CHOICE_1,"Normal"
TASK_TEST_XM_CHOICE_2,"Confirm/Cancel"
TASK_TEST_XM_CHOICE_3,"Player Select"
TASK_TEST_XM_CHOICE_4,"Challenge"
TASK_TEST_XM_CHOICE_5,"End Test"
ENCOUNTER_09_NAME,"Meet the Captain"
ENCOUNTER_09_DESC,"[i]Captain Darpik, commanding officer of the Rebel transport [/i]Freedom Fighter[i], has requested a meeting.[/i]"

ENCOUNTER_09_1,"[i]Your orders following the evacuation of Yavin base are to escort the Rebel transport [/i]Freedom Fighter[i] to an Alliance rendezvous. After several hyperspace jumps to throw the Empire off your trail, you meet the ship's commanding officer, Captain Darpik, aboard the [/i]Freedom Fighter[i]'s makeshift command center.[/i]"
ENCOUNTER_09_2,"[i]Captain Darpik is a pale-skinned Mon Calamari.{0} ""I’m glad to have you along for security,"" Darpik says after you introduce yourselves to her. ""We’re not really outfitted for independent operations. I will feel better knowing you will be watching our backs.""[/i]"
ENCOUNTER_09_2_LOKU," She warmly greets Loku when she sees him."
ENCOUNTER_09_2A,"We’re happy to be of assistance."
ENCOUNTER_09_2B,"Isn't there something more important for us to do?"
ENCOUNTER_09_2B_2,"[i]""I understand how you feel,"" Darpik says, not showing any indication of having taken offense at your reply. ""But keeping an army supplied is vital to keeping it fighting. Without the resources we carry, you won't last long against the Empire.""[/i]"
ENCOUNTER_09_3,"[i]""Our first order of business is to pick up some foodstuffs,"" Darpik says. ""We’re carrying more passengers than usual, so we will need extra supplies. I know a small port on Ord Mantell where we should be able to go undetected, but I have something other than a grocery run in mind for you.""\n\n""Commander Ginn is the senior Alliance Army officer aboard, and he is taking a team to Ord Mantell to extract operatives whose location has been compromised. He could use your skills.""[/i]"
ENCOUNTER_09_3A,"Whatever we can do to help."
ENCOUNTER_09_3B,"Sounds like fun."
ENCOUNTER_09_4,"[i]""Good,"" Darpik responds with a grateful nod. ""I’ll let you return to your ship to get ready. Commander Ginn will meet you there in 20 minutes. May the Force be with you.""[/i]"
TASK_10_NAME,"The Smuggler Sidestep"
TASK_10_DESC,"[i]Command needs volunteers to help recover assets that may be in danger now that the Empire has flushed out the base on\nYavin 4.[/i]"

TASK_10_2,"[i]You find Commander Ares Ginn at your ship, checking the firing mechanism on an A280 blaster rifle with the exacting efficiency of an Imperial Academy graduate. ""You must be the extra set of hands I was promised,"" he says. ""I heard you gave the Empire a good fight on\nYavin 4.""[/i]"
TASK_10_PLAYER_2A,"We did our best, sir."
TASK_10_PLAYER_2B,"Hardly a challenge."
TASK_10_3B,"[i]""I’d stow that attitude,"" Ares says. ""The Empire may not believe in quality, but quantity is something they understand very precisely.""[/i]"
TASK_10_3,"[i]You follow Ares aboard the freighter. Two more figures sit at the controls. ""Corporal Calle Tharandon,"" Ares says, motioning toward the man in the copilot’s seat. ""Quartermaster. His brain contains the most exact record of the [/i]Freedom Fighter[i]’s manifest, down to the last blaster pack.""[/i]"
TASK_10_PLAYER_3A,"You’ve got quite the memory."
TASK_10_PLAYER_3B,"Yeah? How many do we have?"
TASK_10_4A,"[i]Calle shrugs broadly. ""I don’t want to brag. I do use a datapad sometimes.""[/i]"
TASK_10_4B,"[i]Calle shrugs broadly. ""Ares makes it sound like more than it is. I still have to use a datapad from time to time. But since you asked, we have ninety-three blaster packs."" The quartermaster conspicuously does not consult a datapad.[/i]"
TASK_10_5,"[i]""And this is Burin Kassal, our pilot."" Ares says. The man in the pilot’s seat gives little indication that he even knows he’s the subject of the conversation as he punches astrogation data into the ship’s navicomputer. ""He’s an expert at slipping past Imperial patrol craft.""[/i]"
TASK_10_PLAYER_5A,"Impressive."
TASK_10_PLAYER_5B,"Sounds like you’ve hauled some contraband."
TASK_10_6A,"[i]""It’s not that hard once you know how their sensor arcs overlap,"" Burin says as he guides the ship into hyperspace.[/i]"
TASK_10_6B,"[i]""Enough to make a living,"" Burin answers.\n\nCalle claps him on the shoulder. ""He’s being modest. Burin was one of the best smugglers in the sector.""[/i]"
TASK_10_7,"[i]You drop out of hyperspace near Ord Mantell. An Imperial light cruiser looms large in your viewport.\n\n""Security looks tighter than usual,"" Ares observes. ""Steady as she goes.""[/i]"
TASK_10_8,"[i]""Here we go,"" Calle says, almost eagerly.\n\nBurin grumbles at the quartermaster's attitude. ""They’ve dropped a new sensor net. Too tight to get through. I’m turning us around."" The pilot grips the controls. ""We might be able to spoof the transponder and get through later, but that will take time.""[/i]"
TASK_10_PLAYER_8A,"Keep an eye on the scopes and escape."
TASK_10_PLAYER_8B,"Try to spoof your transponder right now."
TASK_10_TEST_INS,"[i]You watch the freighter’s sensor scopes closely, keeping a sharp eye on the cruiser’s sensor net.[/i]\n\nEach hero tests . Input the total ."
TASK_10_TEST_TEC,"[i]You pop open a maintenance panel to access the ship’s transponder. This is a complex process, rarely executed in the heat of the moment.[/i]\n\nEach hero tests . Input the total ."
TASK_10_END_1_SUCCESS_1,"[i]You help Burin guide the ship through the Imperial sensor net. The pilot makes the tiniest adjustments to the ship’s course, taking the ship safely back to hyperspace.[/i]"
TASK_10_END_1_SUCCESS_2,"[i]""The Empire was more prepared than we thought. We’ll need to be careful from here on,"" Ares says when you return to the [/i]Freedom Fighter[i]. The officer turns to you. ""Your assistance was appreciated. Don’t dwell on having to abort the mission. We can’t take unnecessary risks right now.""\n\nGetting your ship to safety despite the unexpected Imperial presence in the system has proven your value to the [/i]Freedom Fighter[i].[/i]\n\nYou gained 10 fame."
TASK_10_END_1_FAIL_1,"[i]You alert Burin when it looks like you’re getting to close to the sensor net, but your warning comes too late. ""CORT-327, power down and prepare for inspection,"" an officious Imperial voice says over the comms.\n\n""Get us out of here,"" Ares orders, and Burin swings the ship around and jumps to lightspeed before the Imperials start shooting.[/i]"
TASK_10_END_1_FAIL_2,"[i]""The Empire was more prepared than we thought. We’ll need to be careful from here on,"" Ares says when you return to the [/i]Freedom Fighter[i]. ""I’ll report to Captain Darpik. Once we rendezvous with the fleet I’ll see if I can get you time in a simulator to bone up on your skills.""\n\nThough the outcome of the mission was unfortunate, you remained cool under fire and did what you could—valuable traits in a soldier.[/i]\n\nYou gained 5 fame."
TASK_10_END_2_SUCCESS_1,"[i]You plug a datapad into the ship’s transponder; detailed data flows across the screen. You make some quick changes to transmit a false code.\n\nAn officious Imperial voice comes over the ship’s comms. ""Unidentified freighter, reduce speed and prepare for—"" He pauses for a chilling moment. ""Go ahead, CORT-327. Be advised, your transponder is transmitting on a delay.""[/i]"
TASK_10_END_2_SUCCESS_2,"[i]You reach the safehouse on Ord Mantell. The operatives there are glad to see you, as the Empire has been searching the area for hours. As you load the supplies the operatives gathered, Calle sets a small supply case aside. ""That was a heck of a stunt you pulled,"" he says. ""I could hear Ares grinding his teeth, but you’ve earned this.""[/i]\n\nYou gained 1 medpac for your next mission. You gained 15 fame."
TASK_10_END_2_FAIL_1,"[i]You plug a datapad into the ship’s transponder, and detailed data flows across the screen. You make some quick changes, but your datapad’s screen starts to blink red; you’ve tripped a BoSS security program.[/i]"
TASK_10_END_2_FAIL_2,"[i]An officious Imperial voice comes over the ship’s comms. ""Unidentified freighter, reduce speed and prepare to be boarded, or you will be fired upon.""\n\nAres sets his jaw. ""Get away from that panel!"" the officer snaps at you. ""No chance of getting to the planet now. Get us out of here,"" he tells Burin. You escape to hyperspace moments ahead of Imperial laser fire.\n\nYour actions endangered your mission and your ship. Your reputation suffers from this mistake.[/i]\n\nYou lost 5 fame."
TASK_10_REWARD_FAME_1,"You gained 10 fame."
TASK_10_REWARD_FAME_2,"You gained 5 fame."
TASK_10_REWARD_SUPPLY,"You gained 1 medpac. You gained 15 fame."
TASK_10_PENALTY_FAME,"You lost 5 fame."
TASK_11_NAME,"Taking Sides"
TASK_11_DESC,"[i]Raised voices draw you toward the [/i]Freedom Fighter[i]’s equipment bay.[/i]"

TASK_11_1,"[i]You arrive to see Commander Ares Ginn and Corporal Calle Tharandon exchanging heated words.\n\n""Your men had one job,"" Calle says, gesturing emphatically. ""I didn’t ask for power converters because I like them. I asked for power converters because we need them if we're going to be ready when the Empire catches up with us.""\n\n""We lost a lot of good people between Scarif and Yavin,"" Ares says. The commander's voice is a low growl, but he seems perfectly calm by comparison to the quartermaster. ""We can’t take any risks with what few personnel we have.""[/i]"
TASK_11_PLAYER_1A,"We need to protect our people!"
TASK_11_PLAYER_1B,"We need to be prepared to fight!"
TASK_11_PLAYER_1C,"Stay out of this."
TASK_11_TEST_INS,"[i]You approach, standing alongside Commander Ginn.[/i]\n\nEach hero tests . Input the total ."
TASK_11_TEST_STR,"[i]You approach, standing alongside Corporal Tharandon.[/i]\n\nEach hero tests . Input the total ."
TASK_11_2A_1,"[i]You tell Corporal Tharandon that the Rebellion’s greatest military asset is its people. A life outweighs an X-wing or a hyperdrive.\n\n""I will try to get you what you need,"" Ares says, his tone firm as durasteel. ""But we take targets of opportunity. It’s your job to make the most of what we’re able to get.""\n\nCalle opens his mouth to protest, but Ares heads him off. ""You have your orders, Corporal.""[/i]"
TASK_11_2A_2,"[i]Calle slams a fist against a bulkhead as he wheels around and heads back to his duty station. Ares turns to you.\n\n""I appreciate the show of solidarity,"" he says. ""These are difficult times, and not everyone has the training to handle it. There’s a reason the Imperial war machine works."" He looks back in Calle’s direction, his gaze lingering for just long enough to feel oppressive. ""Let me know the next time you’re assigned to head into the field. I’ll give you what recon my people have gathered.""[/i]"
TASK_11_2B_1,"[i]You tell Commander Ginn that nobody joined the Rebellion because they thought it would be a safe life choice.\n\n""The Empire can play it safe if it wants to,"" Calle says. ""We can’t. If we dodge every danger we see, we’ve already lost.""\n\nAres stews for a moment. He has the advantage of rank, but in the Alliance, the chain of command is sometimes more of a guideline than a rule. ""We’ve got another recon mission scheduled in six hours,"" he finally says. ""I’ll make a point to tell the squad leader what you need.""[/i]"
TASK_11_2B_2,"[i]Ares stalks away. Calle turns to you, jaw set, but looking like he’s already cooling down. ""Thanks for backing me up,"" he says. ""I know he hates to lose people. Everybody hates to lose people, but I’ve seen what happens when you try to wait out the Empire.""\n\nCalle picks up a datapad and hands it to you. ""Ares will be upset if he finds out I’m sharing mission intel around, but I think you could use this.""[/i]"
TASK_11_2C_1,"[i]The argument escalates beyond your ability to intervene.\n\n""Where’s the risk? Power converters fall like rain at Imperial garrisons!"" Calle says, louder than before. ""Not to mention stormtroopers can’t—""[/i]"
TASK_11_2C_2,"[i]""You are out of line!"" Ares roars. The whole of the bay goes silent as heads turn to watch the scene that most of the crew had been pretending to ignore. ""I am not going to tell you how to do your job. You do not tell me how to do mine."" Each furious word is tinged with the faint remnants of a Core World accent. ""Is that clear?""\n\n""Yes, sir,"" Calle bites out. ""Crystal."" He turns to return to his work, and Ares leaves the equipment bay. If you didn’t know better, you’d think someone had turned up the gravity.[/i]"
TASK_11_PLAYER_2,"Well, that could have gone better."
TASK_11_PLAYER_3,"Well, that could have gone worse."
TASK_11_REWARD,"Heroes receive the ""Rebel Recon"" Reward card."
TASK_12_NAME,"Hintaro"
TASK_12_DESC,"[i]You are invited to unwind with some of the crew.[/i]"

TASK_12_1A,"[i]You arrive at the modular container that has been repurposed as a recreation room for the crew of the [/i]Freedom Fighter[i]. Ares Ginn, Calle Tharandon, and Burin Kassal are already seated around a table consisting of a scored sheet of Y-wing plating set on top of a battered crate. Commander Ginn is just rising to leave.\n\n""Can I convince you to stay for another game, Commander?"" Calle says.\n\nAres shakes his head. ""No, I prefer if my entertainment pretends I’m in control of my own fate.""\n\n""They don’t play hintaro at the Academy?""[/i]"
TASK_12_1B,"[i]Ares bristles. ""No. Cadets aren’t allowed to gamble. No one risks a reprimand for anything less than sabacc."" He rubs his chin, mouth set in a contemplative frown, perhaps recalling some time he risked reprimand and lost. ""Now, if you’ll excuse me…""\n\nYou enter the rec room and sit across the table from Calle and Burin. A set of chance cubes sit in the middle of the table, meticulously arranged into a pyramid. ""You know hintaro?” he asks.[/i]"
TASK_12_PLAYER_1A,"Not really."
TASK_12_PLAYER_1B,"I prefer sabacc."
TASK_12_2A_1,"[i]Burin passes two chance cubes to each player, himself included, and explains the rules: you roll, you wager, and then you can roll again if you don’t like your odds against everyone else’s results. After each player has rerolled, a final chance cube, the hintaron, is rolled to determine the winner.[/i]"
TASK_12_2A_2,"[i]Everyone antes into the pot, and chance cubes are rolled. Calle rolls a low[/i] kulro kulro[i], showing only . Burin, however, rolls a solid[/i] tukar tukar[i] with . Deciding he doesn’t like his odds, Calle folds, while Burin raises the stakes.[/i]\n\nEach hero rolls 2 blue dice. After rolling, each hero may reroll 1 die.\n\nAfter each hero has rerolled (or chosen not to), roll 1 white die as the hintaron. Each  result cancels 1 from every player’s pool, and each  result cancels 1 from every player’s pool. Treat  as blank.\n\nThe player with the most  results has the high roll. The player with the most  results wins ties.\n\nWho has the high roll?"
TASK_12_2B_1,"[i]""We don’t play that. Burin here’s a card shark.""\n\n""The fact that I know the odds of any given outcome does not mean I cheat,"" Burin protests as he gathers up the chance cubes.\n\nHe passes two chance cubes to each player, himself included, and explains the rules: you roll, you wager, and then you can roll again if you don’t like your odds against everyone else’s results. Simple enough.[/i]"
TASK_12_PLAYER_2A,"A hero has the high roll."
TASK_12_PLAYER_2B,"Burin has the high roll."
TASK_12_2AA,"[i]You win 50 credits off of Burin and Calle. Hintaro might not be so bad![/i]\n\nYou gained 50 credits."
TASK_12_2AB,"[i]You and Burin split the pot. That’s 25 credits in your pocket![/i]\n\nYou gained 25 credits."
TASK_12_3A,"[i]You play hintaro long into the night, taking a few pots and losing others. By the time fatigue starts setting in, you’re doing well enough that both Calle and Burin have nearly run out of credits to bet. Calle is resigned to his fate, but Burin, with quiet fervor, is not ready to give up.\n\n""One moment,"" he says, rising and leaving the room. A few minutes later, he returns with a sealed case. Faded lettering on it reads ""adrenal implant.""[/i]"
TASK_12_3B,"[i]""Where in the Rim did you get that?"" Calle asks.\n\n""It’s been in my cargo hold for years. The Whiphid that hired me to smuggle it out of the Corporate Sector never paid up."" He looks over at you. ""That was before my Rebel days. So what do you say? Double or nothing?"""
TASK_12_PLAYER_3A,"You're on."
TASK_12_3C,"[i]Burin rolls. His dice show a mediocre result with . He looks unhappy with the result. He looks to you; it is your turn to decide if you wish to reroll one of your own dice before he must choose.[/i]\n\nEach hero rolls 2 blue dice. After rolling, each hero may reroll 1 die."
TASK_12_PLAYER_3B,"Your turn, Burin."
TASK_12_4,"[i]Not liking his odds even against the hintaron alone, Burin takes one of his dice. ""Here we go."" He rerolls...and receives , leaving him with a stronger . Happier with this, he pushes the hintaron over to you. This roll will decide the winner.[/i]\n\nRoll 1 white die as the hintaron. Each  result cancels 1 from every player’s pool, and each  result cancels 1 from every player’s pool. Treat  as blank.\n\nThe player with the most  results has the high roll. The player with the most  results wins ties.\n\nWho has the high roll?"
TASK_12_PLAYER_4C,"A hero is tied with Burin for the high roll."
TASK_12_5A,"[i]Calle lets out a barking chuckle. ""It’s about time someone beat you at this,"" he says, clapping Burin on the back.\n\nBurin looks sheepish, but pushes the adrenal implant across the table to you. ""Fair and square,"" he says.[/i]"
TASK_12_5B,"[i]Burin lets out a breath you hadn’t realized he was holding. He takes the adrenal implant off the table, and you give him his credits back. The ones you won off Calle still make up for your own losses, at least.\n\n""He’s the best,"" Calle says with a shrug. ""You didn’t stand a chance.""[/i]"
TASK_12_5C,"[i]In hintaro, tied pots are split. However, it is hard to split an adrenal implant.\n\n""It’s yours,"" says Burin, pushing it across the table. ""It will just collect dust for a few more years if you don’t take it.""[/i]"
TASK_12_PLAYER_5A,"Pleasure doing business with you."
TASK_12_REWARD,"Heroes receive the ""Adrenal Implant"" Reward card."
TASK_14_NAME,"Moving On"
TASK_14_DESC,"[i]The crew of the [/i]Freedom Fighter[i] is still reeling from recent events.[/i]"

TASK_14_1,"[i]You return to the [/i]Freedom Fighter[i] to find the ship in a flurry of activity. The captain has pressed every crew member and passenger into sweeping the ship for trackers, or anything else {0} might have left behind.\n\nYou’re still weary from your encounter on Felucia, but you join the crew in their efforts. The sooner the captain is sure the [/i]Freedom Fighter[i] can’t be followed, the sooner you can rejoin the Rebel fleet.[/i]"
TASK_14_FIND_ARES,"[i]You find Ares giving orders to the crew with his usual practiced efficiency. While most of the crew is frantic, he is operating as if nothing were out of the ordinary.[/i]"
TASK_14_FIND_BURIN,"[i]You find Burin on his back beneath a sand-blasted T-47 airspeeder, a common sight in the Alliance’s vehicular arsenal. You hear him banging a spanner against the speeder’s repulsor casing.[/i]"
TASK_14_FIND_CALLE,"[i]You find Calle coordinating the crew’s efforts. He shouts direction with the fluidity of a master auctioneer.[/i]"
TASK_14_TALK_ARES,"How can we help, Commander?"
TASK_14_TALK_BURIN,"Broke something?"
TASK_14_TALK_CALLE,"How can we help, Corporal?"
TASK_14_A_2,"[i]Burin slides out from under the speeder. He sets his spanner on the deck. ""I’m a little distracted,"" he explains. ""I’m just trying to occupy myself.""[/i]"
TASK_14_A_PLAYER_2,"Because of Ares?"
TASK_14_A_3,"[i]""I’m not sure what anyone expected from a former Imperial."" He moves to sit on the sloping front of the T-47. ""I think the captain is keeping me at arm’s length, too. The stink of suspicion and everything.""[/i]"
TASK_14_A_PLAYER_3A,"You’re right. Former Imperials can’t be trusted."
TASK_14_A_PLAYER_3B,"Trust goes both ways."
TASK_14_A_4A,"[i]""And here I thought you were blind optimists."" Burin’s lips turn up in a grim facsimile of a smile. ""I guess any tooka can learn new tricks. Excuse me."" He pushes past you.[/i]"
TASK_14_A_4B,"[i]""There’s a middle ground between pragmatism and blind optimism."" Burin’s voice is an icy wind. ""Excuse me."" He pushes past you.[/i]"
TASK_14_A_5,"[i]""Burin, where are you..."" Calle’s words trail off when Burin doesn’t slow his pace. ""Is that about Ares?"" Calle asks you, angling a thumb in Burin’s direction.[/i]"
TASK_14_A_PLAYER_5,"Burin’s not taking it well."
