KEY,"English"
M_31_TURRET_RULES_BOULDERS,"\n\nWhile the SC2-M Repulsor Tank occupies 1 or more spaces with a red Rebel mission token, a Rebel can fire at the boulders to assist in starting a landslide."
M_31_TURRET,"[i]This DF.9 Anti-Infantry Battery has taken a beating, but looks like it will still fire.[/i]\n\n{0}{1}"
M_31_TURRET_FIRE_BUTTON_1," Fire at Imperials."
M_31_TURRET_FIRE_BUTTON_2," Fire at the tank."
M_31_TURRET_FIRE_BUTTON_3," Fire at another target."
M_31_TURRET_FIRE_BUTTON_4," Fire at boulders."
M_31_TURRET_FIRE,"[i]You take aim with the turret.[/i]\n\nChoose an Imperial figure anywhere on the map and roll 1 red die. The chosen figure suffers  equal to the  results."
M_31_TURRET_RECHARGE,"[i]The shot has drained one of the turret's power cells. It'll take some time for it to recharge.[/i]\n\nFlip this token to its Imperial side."
M_31_TURRET_RECHARGING,"[i]This power cell is recharging. The laser cannon can't be fired from this power cell right now.[/i]"
M_31_TURRET_RECHARGED,"[i]The turret's power cell has recharged and is ready to fire again.[/i]\n\nFlip each blue Imperial mission token to its Rebel side."
M_31_TURRET_FIRE_TANK,"[i]You take aim at the tank and pull the trigger. A bolt of red energy flies at the tank, but is deflected harmlessly by a shimmering energy field.\n\nIt seems even the turret will be unable to penetrate the tank's defenses. You'll have to figure out another way to take it down.[/i]"
M_31_TURRET_FIRE_BOULDERS,"[i]You take aim at the boulders perched above the ravine.[/i]\n\nRoll 1 red die. Enter the  results below."
M_31_TURRET_BOULDERS_HIT,"[i]The blast from the turret strikes the boulders, sending cracks and fissures through the rock. It will now be easier to start a landslide.{0}[/i]"
M_31_TURRET_BOULDERS_HIT_FINAL,"\n\nYou're concerned another shot might just obliterate the boulders, so you decide to refrain from taking more shots. Someone will have to finish the job by hand."
M_31_TANK_ACTIVATION," [b]Attack[/b] 2 different Rebels. Target « the healthy Rebel adjacent to the most other Rebels ».\n
 [b]Move 4[/b] to [b]attack[/b] « the healthy Rebel adjacent to the most other Rebels ».\n
 [b]Move 8[/b] toward the closest Rebel.\n
 [b]Move 2[/b] toward the closest Rebel."
M_31_TANK_ACTIVATION_IMMOBILE," [b]Attack[/b] 2 different Rebels. Target « the healthy Rebel adjacent to the most other Rebels ».\n
 [b]Attack[/b] « the healthy Rebel adjacent to the most other Rebels ».\n
 [b]Bombard:[/b] The healthy hero that has suffered the least  rolls 1 red die. That hero suffers  equal to the  results.\n
 [b]Bombard:[/b] The healthy hero that has suffered the least  rolls 1 red die. That hero suffers  equal to the  results."
M_31_OFFICER_ACTIVATION," [b]Order[/b]: The SC2-M Repulsor Tank [b]attacks[/b] « {0} ».\n
 [b]Move 2[/b] to [b]attack[/b] « the closest Rebel ».\n
 [b]Move 4[/b] toward the SC2-M Repulsor Tank.\n
• [b]Cower[/b]: If adjacent to another Imperial figure, recover 2."
M_31_MORE_SNOWTROOPERS,"[i]A squad of snowtroopers trudge into sight.[/i]\n\nDeploy Snowtroopers. This group is exhausted."
M_31_REINFORCEMENTS,"[i]More patrolling Imperials join the firefight![/i]"
M_31_TANK_ARRIVES,"[i]A repulsor tank appears from behind a snowbank, blasting away with its double laser cannons.[/i]\n\nDeploy the SC2-M Repulsor Tank."
M_31_TANK_CANNOT_BE_DEFEATED,"[i]Your weapons won't be effective against a well-armored target. Perhaps the turret laser has enough power to take the tank down.[/i]\n\nThe SC2-M Repulsor Tank cannot suffer . A Rebel can interact with the turret to fire it at the tank."
M_31_OFFICER,"[i]""Finally!"" an Imperial officer calls out. ""A test for General Sorin's new tank! Driver, destroy them!""[/i]\n\nDeploy an Imperial Officer (Regular) with +{0} Health."
M_31_MINOR_PERIL,"[b]Minor Peril[/b]\n\n[i]Even with the physical activity of combat, the freezing weather takes its toll on you.[/i]\n\nEach hero rolls 1 blue die for each of his or her activation portraits and suffers  equal to the  results."
M_31_MAJOR_PERIL,"[b]Major Peril[/b]\n\n[i]The sun sinks below the horizon, bathing the ice world in twilight. With the fading of the light, the cold bite of the wind increases.[/i]\n\nEach hero rolls 1 blue die for each of his or her activation portraits and suffers  equal to the  results and  equal to the  results."
M_31_DEADLY_PERIL,"[b]Deadly Peril[/b]\n\n[i]Temperatures plunge in the dark of night.[/i]\n\nEach hero rolls 1 blue die for each of his or her activation portraits and suffers  equal to the  and  results."
M_31_EBT_DEFEATED,"[i]Talcon drops to her knees, arms covering the wound in her abdomen. ""Find... haven...,"" she stammers before collapsing face-first into the snow.[/i]"
M_31_LOSE,"[i]The Imperial forces prove too strong for you and you are forced to retreat back into the snowy mountains surrounding Echo Base.{0}[/i]"
M_31_LOSE_ALLIES," In your hasty retreat, you lose track of your trooper companions. You can only wonder if they made it out alive."
M_31_LOSE_TANK,"You have never encountered anything like that tank before. It clearly poses a new threat to the Rebellion, and you might be the only Rebels aware of its existence.\n\nYour hopes of getting off this planet alive seem much dimmer now, but with the knowledge you carry about this new tank, it is that much more vital that you escape."
M_31_LOSE_BEFORE_TANK,"As you withdraw, you notice a tank unlike any you've ever seen before join up with the Imperial forces. This tank clearly poses a new threat to the Rebellion, and you might be the only Rebels aware of its existence.\n\nYour hopes of getting off this planet alive seem much dimmer now, but with the knowledge you carry about the existence of this new tank, it is that much more vital that you escape."
M_31_WIN,"[i]With the last of the Imperials dispatched, you finally have time to regroup.[/i]\n\nHow many Echo Base Troopers are on the map?"
M_31_TROOPERS_SURVIVE_0,"[i]You rush to the sides of your fallen comrades, Talcon and Kish. You are too late for Kish, but find Talcon is still breathing. As you drop to your knees next to her, you discover she is bleeding profusely from her side.\n\n""It's... too late... for me,"" she gasps, grabbing the arm of {0} with her blood-soaked hand. ""Remember... haven... Tell Benex... I... I..."" She goes limp before she can finish her message."
M_31_TROOPERS_SURVIVE_1,"[i]""That was quick thinking,"" Lieutenant Talcon says to you. ""I think even Commander Skywalker would have been impressed."" Talcon kneels down next to her fallen comrade and passes a gloved hand over his face, closing his eyes. After a moment of silence, she stands back up.\n\n""We need to keep moving. The Imperials will be back, and in greater numbers.""[/i]\n\nYou gained 5 fame for saving Lieutenant Talcon."
M_31_TROOPERS_SURVIVE_2,"[i]""That was quick thinking,"" Lieutenant Talcon says to you. ""I think even Commander Skywalker would have been impressed."" Talcon looks over her shoulder at her fellow trooper. ""You doing all right, Kish?"" He grimaces as he pulls a bandage tight around his injured arm, but nods.\n\n""We need to keep moving,"" Talcon continues. ""The Imperials will be back, and in greater numbers.""[/i]\n\nYou gained 10 fame for saving Lieutenant Talcon and Corporal Kish."
M_31_BOULDERS_VICTORY,"[i]You take a moment to inspect the remains of the tank. You have never encountered anything like it before. You got lucky this time, but if there are more tanks like this one, they will pose a threat to the Rebellion. You will need to find a more reliable way of taking these tanks down in the future. But first, you need to find a way off this snowball.[/i]"
M_32_NAME,"Escape from Hoth"
M_32_DESC,"[i]Your only chance at leaving Hoth's frozen wastes is to find a ship in the now Imperial-controlled Echo Base.\n\nHopefully, the frightening reports from troopers who scouted the maze of icy tunnels that run beneath the base were all exaggerated.[/i]"
M_32_PATH_INFO,"[i]This tunnel leads... somewhere.[/i]\n\nWhile a Rebel is in one of these highlighted spaces, select ""Explore"" to explore this path."
M_32_PATH_EXPLORE,"Explore"
M_32_SNOW_RULE,"Neutral mission tokens are snow. Snow is blocking terrain.
---------------------------------------------------------
A Rebel adjacent to snow can interact () to test . Place  tokens equal to the  on that snow.\n
Then, if that snow has  tokens equal to or greater than its color below, select it in the app to clear it:
• Blue: 0        • Green: 1
• Yellow: 2        • Red: 3\n
Any number of times during this test, the Rebel may suffer 1 to reroll 1 die."
M_32_SNOW_RULE_LITE,"Neutral mission tokens are snow. Snow is blocking terrain.
---------------------------------------------------------
A Rebel adjacent to snow can interact () to test . Place  tokens equal to the  on that snow.\n
Then, if that snow has  tokens equal to or greater than its color below, select it in the app to clear it:
• Blue: 0    • Green: 1    • Yellow: 2\n
Any number of times during this test, the Rebel may suffer 1 to reroll 1 die."
M_32_SNOWTROOPER_TIP_RULE,"When a Snowtrooper would be defeated, tip it over in its space instead. Tipped over figures:\n
• Cannot perform activations or use abilities\n
• Cannot be targeted by abilities or attacks\n
• Do not block line of sight."
M_32_WAMPA_ACTIVATION_OVERRIDE," [b]Move 5[/b] to engage as many non-Wampa figures (including Imperial figures) as possible (minimum 1). Then [b]attack[/b] the non-Wampa figure with the least health remaining.\n
 [b]Move 2[/b] toward the closest non-Wampa figure.\n
 [b]Move 6[/b] toward the closest non-Wampa figure.\n
• [b]Hunger:[/b] If this figure did not attack, it suffers 2 and becomes Focused."
M_32_WAMPA_OVERRIDE_DENGAR," [b]Move 5[/b] to [b]attack[/b] Dengar.\n
 [b]Move 5[/b] to engage as many non-Wampa figures (including Imperial figures) as possible (minimum 1). Then [b]attack[/b] the non-Wampa figure with the least health remaining.\n
 [b]Move 2[/b] toward the closest non-Wampa figure.\n
 [b]Move 6[/b] toward the closest non-Wampa figure.\n
• [b]Hunger:[/b] If this figure did not attack, it suffers 2 and becomes Focused."
M_32_SNOW_ACTIVATION_OVERRIDE," [b]Move 3[/b] to [b]attack[/b] « {0} ».\n
 [b]Move 3[/b] to [b]engage[/b] the closest  figure that has suffered .\n
• [b]Environmental Recovery Gear:[/b] Each  figure within 2 spaces recovers 1.\n
 [b]Move 2[/b] {2}\n
 [b]Move 6[/b] {2}"
M_32_SNOW_BONUS_OVERRIDE,"Tipped over Snowtroopers cannot activate."
M_32_SORIN_ACTIVATION_OVERRIDE," A Probe Droid (regular or elite) interrupts to [b]attack[/b] « the closest healthy hero ».\n
 A different Probe Droid (regular or elite) interrupts to [b]attack[/b] « the closest healthy hero ».\n
 [b]Move 3[/b] to [b]attack[/b] « the closest healthy hero ».\n
 [b]Move 3[/b] to [b]reposition 4[/b]."
M_32_SORIN_BONUS_OVERRIDE,"When a Probe Droid attacks during this activation, it uses this figure's surge abilities and priority."
M_32_OBJECTIVE_0,"Avoid Imperial detection and reach the caves."
M_32_OBJECTIVE_1,"Defeat all Imperial figures!"
M_32_OBJECTIVE_1.1,"Explore deeper into the caves."
M_32_OBJECTIVE_3,"Clear a way through the snow, then choose a path to explore."
M_32_OBJECTIVE_3.1,"Defeat the Probe Droid!"
M_32_OBJECTIVE_5,"Use Sorin's security terminal."
M_32_OBJECTIVE_6,"Release all of the shuttle locks."
M_32_OBJECTIVE_4_WAMPAS,"Defeat the Wampas!"
M_32_OBJECTIVE_PATH,"Choose a path to explore."
M_32_OBJECTIVE_WAMPA,"Defeat the Wampa!"
M_32_INTRO,"[i]The Rebellion's maps of Hoth's surface were woefully incomplete. You reach the small cave beneath Echo Base tired, cold, and hungry.\n\nHuddled under the wreckage of a T-47 airspeeder, you try to enjoy some of your dwindling rations. Suddenly, you hear the unfortunately familiar sound of Imperial blaster fire. Unwilling to risk a prolonged fight under open skies, you rush into the cave.[/i]"
M_32_INTRO_TILES,"[i]The icy cave offers welcome protection from the biting winds.[/i]\n\nPlace tiles 01A, 09A, 19A, and 20A."
M_32_INTRO_SNOWTROOPERS,"[i]A squad of snowtroopers, seemingly unbothered by the freezing temperature, catches up with you first.[/i]\n\nDeploy Snowtroopers (Regular)."
M_32_INTRO_RANDOM,"[i]Other Imperial forces arrive moments later.[/i]"
M_32_INTRO_DEPLOY_HEROES,"[i]You take combat positions near a group of frozen stalagmites.[/i]\n\nDeploy the {0}"
M_32_INTRO_STRING_0,"Rebels."
M_32_INTRO_STRING_1,"Rebels and 1 Echo Base Trooper (Regular) as an ally."
M_32_INTRO_STRING_2,"Rebels and the Echo Base Troopers (Regular) as allies."
M_32_INTRO_OFFICER,"[i]Out of breath, an Imperial Officer stumbles through the snow last, ""Forward... men! Blast these... Rebels!""[/i]\n\nDeploy an Imperial Officer (Regular). Assign it a color."
M_32_INTRO_OBJ_1,"[i]You could outrun most Imperials, but those snowtroopers look better adapted to the icy caves than you.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_1_CLEAR,"[i]The cave splits down two tunnels. Your commander used to say that these tunnels were impossible to map.[/i]\n\nWhile a Rebel is in a highlighted space, select those spaces to explore that path.\n\n  Objective Updated  \n\n{0}"
M_32_SET_ASIDE_CAVE_1,"[i]You venture into the cave system.[/i]\n\nSet the map aside."
M_32_CAVE_2_TILES,"[i]You follow the winding tunnel to a small cave with a crystal-clear pool.[/i]\n\nPlace tiles 07A and 11A."
M_32_CAVE_2_SNOW,"[i]Snow has piled deep in the center of the cave.[/i]\n\nPlace 5 colored mission tokens as indicated on the map. These are snow.\n\nSee the rules for snow at the bottom of the screen."
M_32_CAVE_2_SNOW_REMINDER,"[i]Uncleared snow still lingers.[/i]\n\nPlace colored mission tokens as indicated on the map."
M_32_CAVE_2_EXITS,"[i]On the other side of the cave, two more paths lie before you.[/i]"
M_32_CAVE_2_DEPLOY_HEROES,"[i]You enter the cave and try to get your bearings.[/i]\n\nDeploy the Rebels."
M_32_CAVE_2_OBJ,"[i]You look around for distinctive markings, but nothing suggests which path leads to Echo Base.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_2_DEPLOY_HEROES_2,"[i]You enter the familiar cave and try to get your bearings.[/i]\n\nDeploy the Rebels."
M_32_CAVE_2_DISCARD_SNOW,"[i]Suddenly, snow flies everywhere![/i]\n\nDiscard any snow in the indicated spaces."
M_32_CAVE_2_WAMPA,"[i]A hulking beast charges through the snow![/i]\n\nDeploy a Wampa (Regular)."
M_32_CAVE_2_OBJ_2,"[i]You prepare for battle.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_1_RANDOM_DEFEATED_ICE,"[i]You recall your slide down the icy path.[/i]\n\nThe indicated path is unavailable."
M_32_CAVE_1_RANDOM_DEFEATED_ICE_2,"[i]The only option is to head in the opposite direction.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_1_RANDOM_DEFEATED_HOWL,"[i]As the battle ceases, loud howling echoes from one of the paths.[/i]\n\nThe indicated path is unavailable."
M_32_CAVE_1_RANDOM_DEFEATED_HOWL_2,"[i]You wisely head the other direction.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_SNOW_INFO,"[i]Snow is piled throughout the cave.[/i]\n\nWhen this snow has enough strain tokens (see the snow rules at the bottom of the screen), select ""Clear Snow."""
M_32_CAVE_SNOW_SELECT_CLEAR,"Clear Snow"
M_32_CAVE_SNOW_DISCARD,"Discard this snow."
M_32_CAVE_2_SNOW_1,"[i]Buried under the snow, you find a sealed crate![/i]\n\nIf the activating figure is an ally, the closest hero draws any Supply cards."
M_32_CAVE_2_SNOW_2,"[i]You shovel the heavy snow, but cut yourself on some sharp ice![/i]\n\nYou suffer 2."
M_32_CAVE_2_SNOW_3,"[i]Beside a chunk of frozen tauntaun meat, you find a Rebel datapad. Scanning over maintenance logs, you encounter a warning:\n\n""The beasts occasionally creep into the base at night. Sections of the base are permanently locked down and should not be accessed under any circumstances.""[/i]\n\nYou gained 5 fame."
M_32_CAVE_2_SNOW_4,"[i]You uncover frozen Wampa droppings...[/i]"
M_32_CAVE_2_SNOW_5,"[i]Beneath the snow, you recover somebody's long-lost personal effects.[/i]\n\nYou gained 10 credits."
M_32_SET_ASIDE_CAVE_2,"[i]You venture farther into the cave system.[/i]\n\nSet the map aside. (Leave any snow on the map.)"
M_32_CAVE_3_TILES,"[i]You follow the winding tunnel to a cave filled with snow.[/i]\n\nPlace tiles 04A and 10A."
M_32_CAVE_3_SNOW,"[i]It looks as if this cavern partially caved in, raining snow and ice everywhere.[/i]\n\nRandomly place 12 neutral mission tokens facedown as indicated. These are snow."
M_32_CAVE_3_SNOW_FLIP,"[i]The snow is packed with differing amounts of ice, but you can't see all the way to the back.[/i]\n\nFlip snow in the indicated spaces to their colored sides.\n\nSee the rules for snow at the bottom of the screen."
M_32_CAVE_3_EXITS,"[i]Over the field of snow, you see that this cave splits into three more paths.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_3_DEPLOY,"[i]You approach the barricaded cavern, conscious of the howls echoing throughout the cave system.[/i]\n\nDeploy the Rebels."
M_32_CAVE_3_SNOW_REMINDER,"[i]Uncleared snow still lingers.[/i]\n\nMission tokens remain as indicated on the map.\n\n(If tokens need to be replaced, place random neutral mission tokens facedown in the indicated spaces, then turn any snow that is not surrounded faceup.)"
M_32_CAVE_3_DEPLOY_2,"[i]You approach the familiar cavern, worried that you're going in circles.[/i]\n\nDeploy the Rebels"
M_32_CAVE_3_WAMPA,"[i]A shaggy beast lurches through the snow![/i]\n\nDeploy a Wampa (Regular)."
M_32_CAVE_3_OBJ_2,"[i]You prepare for battle.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"

M_32_CAVE_2_FAIL_TILES,"[i]Halfway down the tunnel, it turns to glare ice. You lose your footing and slide back to the cave entrance![/i]\n\nPlace tiles 01A, 09A, 19A, and 20A."
M_32_CAVE_2_FAIL_DEPLOY,"[i]Tumbling over one another, you finally slide to a stop.[/i]\n\nDeploy the Rebels."
M_32_CAVE_2_FAIL_RANDOM,"[i]It seems more Imperial forces came searching for you and have gotten lost themselves.[/i]"

M_32_CAVE_2_BACK_TILES,"[i]You stumble back into the cave entrance again.[/i]\n\nPlace tiles 01A, 09A, 19A, and 20A."
M_32_CAVE_2_BACK_DEPLOY,"[i]Looking down, you notice your own bootprints headed back the way you came.[/i]\n\nDeploy the Rebels."
M_32_CAVE_2_DEFEAT_ALL_EXITS,"[i]You return your attention to the caves.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_2_DEFEAT_ICE,"[i]You recall your slide down the icy path.[/i]\n\nThe indicated path is unavailable."
M_32_CAVE_2_DEFEAT_ICE_2,"[i]You stand before two paths.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_3_SNOW_1,"[i]You uncover frozen Wampa droppings...[/i]"
M_32_CAVE_3_SNOW_2,"[i]You find discarded equipment buried in the snow![/i]\n\nDraw 1 Supply card.\n\nIf the activating figure is an ally, the closest hero draws a Supply card, instead."
M_32_CAVE_3_SNOW_3,"[i]You accidentally shock yourself on an old power converter buried under the snow.[/i]\n\nRoll 2 yellow dice and suffer  equal to the  results."
M_32_CAVE_3_SNOW_4,"[i]Intact medical supplies were preserved beneath some ice![/i]\n\nYou gained 1 medpac."
M_32_CAVE_3_SNOW_5,"[i]You scrape your arm on something sharp! A deceased tauntaun's horn juts through the snow.[/i]\n\nRoll 1 red die and suffer  equal to the  results."
M_32_CAVE_3_SNOW_6,"[i]You find more equipment beneath the snow![/i]\n\nDraw 1 Supply card.\n\nIf the activating figure is an ally, the closest hero draws a Supply card, instead."

M_32_CAVE_3_SNOW_SHAKE,"[i]Something buzzes beneath the snow...[/i]"
M_32_CAVE_3_SNOW_DROID,"[i]A trapped probe droid shakes the last snow from itself. Its frosted sensors take a moment to scan the room then it raises its weapons, unsure whether you or the Wampas pose the larger threat.[/i]\n\nDeploy a Probe Droid (Elite)."
M_32_CAVE_3_SNOW_DROID_FLIP,"Flip any snow in the indicated spaces to their colored sides."
M_32_CAVE_3_OBJ_PROBE,"[i]You prepare for battle.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"

M_32_CAVE_SNOW_DISCARD_FLIP,"Discard this snow. Flip any snow in the indicated spaces to their colored sides."
M_32_CAVE_3_DEFEAT_PROBE,"[i]The droid crashes into the snow once again. One of its now-powerless manipulator arms is grasping a datacard.\n\nYou slip the card from its grasp and return your attention to the caves.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_3_DEFEAT_ICE,"[i]You recall your slide down the icy path.[/i]\n\nThe indicated path is unavailable."
M_32_CAVE_3_DEFEAT_HOWL,"[i]You hear loud howling from one of the paths.[/i]\n\nThe indicated path is unavailable."
M_32_CAVE_3_DEFEAT_OBJECTIVE,"[i]You return your attention to the caves.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_SET_ASIDE_CAVE_3,"[i]You venture farther into the cave system.[/i]\n\nSet the map aside. (Leave any snow on the map.)"
M_32_CAVE_4_TILES,"[i]You follow the winding tunnel to a cave covered in huge clawprints in the snow.[/i]\n\nPlace tiles 02A, 13A,  and 19A."
M_32_CAVE_4_CRATE,"[i]An unfortunate Rebel trooper is frozen, his lifeless legs embedded in the icy ceiling. His equipment still hangs from his belt.[/i]\n\nPlace 1 crate."
M_32_CAVE_4_PROBE,"[i]A red scanner illuminates the walls as a probe droid circles into view.[/i]\n\nDeploy a Probe Droid (Regular)."
M_32_CAVE_4_SNOWTROOPERS,"[i]Snowtroopers sweep the cave, presumably searching for you.[/i]\n\nDeploy Snowtroopers (Regular)."
M_32_CAVE_4_DEPLOY,"[i]Ice cracks under your feet and the Imperials snap to battle.[/i]\n\nA new round has started.\n\nDeploy the Rebels."
M_32_CAVE_4_HKS,"[i]The probe droid emits a red flash, and two assassin droids noiselessly respond to the distress signal.[/i]\n\nDeploy HK Assassin Droids (Regular)."
M_32_CAVE_4_RANDOM,"[i]The scouting party calls additional backup.[/i]"
M_32_CAVE_4_OBJ_FIGHT,"[i]You prepare for battle.[/i]\n\n  Objective Updated  \n\n{0}"
M_32_CAVE_4_OBJ_FIGHT_2,"[i]You prepare for battle.[/i]\n\nA new round has started.\n\n  Objective Updated  \n\n{0}"

M_32_CAVE_4_DEPLOY_2,"[i]You enter the large cave with the frozen ceiling again.[/i]\n\nDeploy the Rebels."
M_32_CAVE_4_WAMPA,"[i]A Wampa looks back from sniffing your previously made bootprints.[/i]\n\nDeploy a Wampa (Regular)."
M_32_CAVE_4_ELITE_WAMPA,"[i]An enormous Wampa turns from the frozen trooper and lets out an ear-shattering roar.[/i]\n\nDeploy a Wampa (Elite)."

