KEY,"English"
TUT_NEW_1_END_ACT,"Corporal Kish has taken two [b]actions[/b] (a move and an [b]interact[/b]) and spent all of his [b]movement points[/b], so his [b]activation[/b] is now complete. When a [b]hero[/b] or [b]ally[/b] finishes its activation, select its portrait to inform the app that the activation is complete. Then the next hero or ally will be able to take its activation."
TUT_NEW_1_EXTRA_ACT,"In games with fewer than four [b]heroes[/b], one or more heroes will have two portraits stacked one on top of the other. These heroes get to perform two [b]activations[/b] in a round. A hero cannot perform its second activation until each other hero has taken its first activation."
TUT_NEW_1_KISCH_END_ACT,"Use the app to end Corporal Kish’s [b]activation[/b] now."
TUT_NEW_1_GET_GEAR,"Grab your gear from the crates and follow Corporal Kish! Have each [b]hero[/b] perform an [b]activation,[/b] one at a time. Select a crate to learn the rules for interacting with [b]crate tokens[/b]. The "" Objective Updated "" at the bottom of this message indicates that you have a new objective. Remember, you can find your current objective in the message log at any time.\n\n  Objective Updated  \n\n(1 of 3) Open each [b]crate[/b] and follow Corporal Kish."
TUT_NEW_1_OBJECTIVE_GET_GEAR,"(1 of 3) Open each [b]crate[/b] and follow Corporal Kish."
TUT_NEW_1_WAIT_FOR_KISH,"[i]You arrive at the combat range ahead of Corporal Kish and have to wait for him to catch up.[/i]\n\nThe mission will progress at the end of the round. Make sure you inform the app each time you end a hero’s [b]activation[/b] by selecting that hero in the app."
TUT_NEW_1_KISCH_ACT_2,"[i]Corporal Kish takes off at a jog through the jungle.[/i]\n\nCorporal Kish will [b]activate[/b] next. He performs two move [b]actions[/b]."
TUT_NEW_1_KISCH_ACT_2b,"Move Corporal Kish as indicated. The highlighted spaces show where the corporal moved."
TUT_NEW_1_KISCH_DIFF_TERRAIN,"Note that Corporal Kish spent two [b]movement points[/b] entering this space because it has [b]difficult terrain[/b]."
TUT_NEW_1_GET_IN_PLACE,"[i]Having collected your gear, you head out to the combat range.[/i]\n\n  Objective Updated  \n\n(2 of 3) Perform [b]activations[/b] until each [b]hero[/b] occupies the space indicated for that hero in the app. When a hero is in its assigned spot, select its portrait on the map to inform the app."
TUT_NEW_1_DIFFICULT,"Note that these spaces contain [b]difficult terrain[/b], as indicated by the blue outline. To enter any of these spaces, the hero must spend 1 additional [b]movement point[/b]."
TUT_NEW_1_OBJECTIVE_RANGE,"(2 of 3) Move each hero to the space marked with its portrait in the app. When a hero is in its assigned spot, select its portrait on the map to inform the app."
TUT_NEW_1_CRATES_LEFT,"Make sure you have opened all of the [b]crates[/b] before joining up with Corporal Kish."
TUT_NEW_1_IN_PLACE,"Is {0} in this space?"
TUT_NEW_1_IN_PLACE_END,"End the current hero’s activation to advance the mission."
TUT_NEW_1_TERMINAL_PLACE,"[i]""Alright, let’s get you some combat training,"" Kish says. He moves some branches away from a small computer terminal you hadn’t noticed before.[/i]\n\nPlace 1 [b]terminal token[/b] as indicated."
TUT_NEW_1_KISCH_TERMINAL_BREAKS,"[i]The corporal flips a couple of switches on the panel, but the terminal begins making a grinding sound and then goes black. Kish flicks the switch up and down several times, but the terminal shows no sign of life. ""Uh, are any of you handy with a wrench?"" he asks.[/i]\n\nThe terminal requires repairs. Fortunately, Jyn is good with technology, as indicated by the three dice of her Tech () [b]attribute[/b]. She will now attempt to pass a Tech () [b]attribute test[/b]."
TUT_NEW_1_REMOTES_PLACE,"[i]The corporal flips a few switches on the terminal and a number of small, spherical training remotes deploy from a container hidden behind the terminal and spread out around the immediate area, hovering a few meters off the ground.[/i]\n\nPlace 6 neutral [b]mission tokens[/b] as indicated."
TUT_NEW_1_REMOTES_PLACE_2,"Neutral [b]mission tokens[/b] are used to represent a variety of things, from bystanders to secret passages. The rules for neutral mission tokens are defined in each mission. You can find these rules by selecting the token in the app. For this mission, these tokens represent training remotes."
TUT_NEW_1_KISCH_DRAW,"[i]""We’ll use these remotes for target practice,"" Kish says. ""Allow me to demonstrate."" He pulls out his blaster pistol.[/i]\n\nCorporal Kish now [b]activates[/b] and wants to perform an [b]attack[/b]. Corporal Kish has a [b]ranged attack[/b], which is indicated by the  icon in the bottom-right corner of the Rebel Trooper card."
TUT_NEW_1_KISCH_DRAW_ALT,"[i]""We’ll use these remotes for target practice,"" Kish says. ""Allow me to demonstrate."" He pulls out his blaster pistol.[/i]\n\nCorporal Kish now [b]activates[/b]. Normally an ally cannot activate twice in a round, but we are breaking this rule for demonstration purposes. Corporal Kish wants to perform an [b]attack[/b]. He has a [b]ranged attack[/b], which is indicated by the  icon in the bottom-right corner of the Rebel Trooper card."
TUT_NEW_1_KISCH_LOS,"To perform a [b]ranged attack[/b], a figure must have [b]line of sight[/b] to its [b]target[/b]. Let’s see which remotes Corporal Kish has in his sights."
TUT_NEW_1_KISCH_LOS_1,"[b]Line of sight[/b] requires that you are able to draw two uninterrupted imaginary lines from a single corner of the attacking figure’s space to two different corners of the [b]target[/b]’s space, as shown here. You can see from these sight lines that Corporal Kish does not have line of sight to this remote because line of sight cannot be drawn through spaces occupied by figures."
TUT_NEW_1_KISCH_LOS_2,"Similarly, Corporal Kish cannot see this remote because his sight lines go through Jyn’s space."
TUT_NEW_1_KISCH_LOS_3_4,"For these two remotes, Corporal Kish’s sight lines must pass through [b]walls[/b] (black lines), so he cannot see either of these remotes. Note that [b]blocking terrain[/b] (solid red lines) also blocks [b]line of sight[/b], but [b]impassable terrain[/b] (dashed red lines) does not."
TUT_NEW_1_KISCH_LOS_5_6,"Corporal Kish has [b]line of sight[/b] to each of these two remotes.\n\nFor more examples of line of sight, see Appendix I in the Rules Reference Guide."
TUT_NEW_1_KISCH_ATK_MOVE,"Corporal Kish will perform a move [b]action[/b] to get closer to his [b]target[/b]. Move Corporal Kish as indicated."
TUT_NEW_1_KISCH_AIM,"[i]The corporal raises his pistol to eye level and takes aim at the nearest remote.[/i]\n\nCorporal Kish will now perform an [b]attack[/b]. Note that he still has [b]line of sight[/b] to the remote from his new space. Roll the attack dice shown next to the  icon on the Rebel Trooper card (1 blue die and 1 yellow die) to perform Corporal Kish’s attack now."
TUT_NEW_1_KISCH_ACC,"Now add up the numbers shown on the [b]attack[/b] dice you rolled to determine the attack’s [b]Accuracy[/b]. The remote that the corporal is targeting is two spaces away, so if the attack’s Accuracy is at least 2, then the attack hits."
TUT_NEW_1_KISCH_DMG,"Now to determine [b]damage[/b]. Count the number of damage () icons showing on the two [b]attack[/b] dice and place that many damage tokens next to the remote on the map. If the remote has damage tokens equal to or exceeding its [b]Health[/b] of 3, the remote is destroyed. Remember you can find a token’s rules, including its Health, by selecting it in the app. (See [b]Attacking Objects[/b] for more information.) When a remote is destroyed, select it in the app and choose the ""Destroy"" option.\n\nResolve Corporal Kish’s attack against the remote by placing the appropriate number of damage () tokens next to the remote. Does the remote have at least 3 damage () tokens next to it?"
TUT_NEW_1_KISCH_SURGE,"You may have rolled one or more [b]surge[/b] () icons on the [b]attack[/b] dice. Ignore those icons for now. They will be discussed later."
TUT_NEW_1_MELEE,"Gaarkhan’s Vibro-Ax does not have the [b]ranged attack[/b] () icon, but instead has the [b]melee attack[/b] () icon. Figures with melee attacks () must be in the same space as or [b]adjacent[/b] to their [b]target[/b] to [b]attack[/b]. Melee attacks ignore [b]Accuracy[/b]."
TUT_NEW_1_TAKE_EM_OUT,"[i]""Now that you’ve seen how it’s done, show me what you’ve got,"" Corporal Kish says, stepping back next to the terminal.[/i]\n\nMove Corporal Kish as indicated using his remaining [b]movement points[/b] and end his [b]activation[/b] in the app. Then perform [b]attacks[/b] against the remotes until they are all [b]defeated[/b].\n\n  Objective Updated  \n\n(3 of 3) [b]Defeat[/b] all of the remotes."
TUT_NEW_1_TAKE_EM_OUT_ALT,"[i]""Now that you’ve seen how it’s done, show me what you’ve got,"" Corporal Kish says, stepping back next to the terminal.[/i]\n\nMove Corporal Kish as indicated using his remaining [b]movement points[/b]. Then perform [b]attacks[/b] against the remotes until they are all [b]defeated[/b].\n\n  Objective Updated  \n\n(3 of 3) [b]Defeat[/b] all of the remotes."
TUT_NEW_1_OBJECTIVE_DEFEAT,"(3 of 3) [b]Defeat[/b] all of the remotes."
TUT_NEW_1_DEFEAT_REMIND,"Remember to [b]defeat[/b] remotes in the app when you destroy them."
TUT_NEW_1_SURGES,"[b]Surge[/b] () icons allow you to enhance your [b]attacks[/b]. For each surge icon rolled during an attack, the attacker may use one surge ability; each surge ability can only be used once per attack.\n\nSurge abilities are listed on each [b]ally[/b]’s Deployment card and each hero’s weapon card."
TUT_NEW_1_SURGES_2,"Let’s discuss some of the [b]surge[/b] abilities that you will encounter during this tutorial.\n\n"": +1"" adds 1 icon to the [b]attack[/b] results.\n\n"": +1 Accuracy"" improves the [b]Accuracy[/b] of the attack."
TUT_NEW_1_OTHER_SURGES,""": [b]Pierce[/b] 1"" is used to counter a [b]target[/b]’s defenses and will be discussed in more detail later.\n\n"": [b]Cleave[/b] 1"" allows the attacking figure to deal 1 [b]damage[/b] () to something other than the [b]target[/b] of the [b]attack[/b]. If Gaarkhan is [b]adjacent[/b] to two remotes when he attacks one of them, he can use Cleave to place 1 damage on another remote he is adjacent to."
TUT_NEW_1_REMIND_OBJ,"Continue performing [b]activations[/b] until you have [b]defeated[/b] all of the remotes."
TUT_NEW_1_KISCH_HARD_REMOTES,"[i]""Well done taking out those remotes,"" the corporal says. ""I think you need a harder challenge. Let’s see how you do with level-2 remotes."" He flips a few switches on the panel, and the remotes begin moving and rotating unpredictably.[/i]"
TUT_NEW_1_KISCH_DEFENSE_DICE,"The remaining remotes now have a defense die. There are two colors of defense dice: black and white. The remotes roll a white defense die. When [b]attacking[/b] a [b]target[/b] that has one or more defense dice, roll those defense dice at the same time that you roll your attack dice."
TUT_NEW_1_KISCH_DEFENSE_DICE_2,"Each block () rolled on the defense dice cancels one [b]damage[/b] () and each evade () rolled cancels one [b]surge[/b] (). If a defense die shows a dodge () symbol, the attack [b]misses[/b] and the target takes no damage. For more details on defense dice, see [b]Attacks[/b] in the Rules Reference Guide."
TUT_NEW_1_KISCH_PIERCE,"The [b]Pierce[/b] surge ability can be used to ignore block () symbols. For example, using a Pierce 2 ability allows 2 icons to be ignored."
TUT_NEW_1_TAKE_EM_OUT_2,"[i]""Alright, take out these new remotes and then..."" The corporal is interrupted by the chirping of his comlink. He listens to the device for a moment, then continues. ""That was the command center. I’m needed back at base. Take out those remotes. I should be back by the time you are done.""[/i]\n\nRemove Corporal Kish from the map. Perform [b]activations[/b] until you have [b]defeated[/b] the rest of the remotes."
TUT_NEW_1_WIN,"[i]The last remote is just exploding in a ball of sparks and fire when a signal comes across all comlink channels. ""Alert! Alert! Imperial forces have landed! Begin evacuation procedures immediately!"" You decide you had better get back to base...[/i]"
TUT_NEW_1_DOOR,"[i]An ancient, rusty gate leads out of the courtyard.[/i]\n\nA Rebel may [b]interact[/b] with this [b]door[/b] to open it."
TUT_NEW_1_TERMINAL_FIX,"Jyn Odan tests Tech ().\n\nTo perform an [b]attribute test[/b], roll the dice listed next to the indicated attribute, in this case Tech (), and enter the number of surge () icons you got on your dice below. Ignore any numbers and damage () symbols on the dice. The app will inform you if you succeeded based on the number of your successes."
TUT_NEW_1_TERMINAL_FIX_FAIL,"[i]You open up the terminal and rummage around inside. You close up the terminal and flip a switch, but the machine is still unresponsive. You kick the terminal out of frustration, and the jolt causes it to power back to life.[/i]"
TUT_NEW_1_TERMINAL_FIX_SUCCESS,"[i]You open up the terminal and quickly find the source of the problem. After a quick bypass, you close up the terminal and flip a switch, bringing the machine back to life. ""Nice job,"" Corporal Kish says.[/i]"
TUT_NEW_1_CRATE,"[i]This crate contains equipment for one of the members of your team.[/i]\n\nA hero can [b]interact[/b] to open this [b]crate[/b]."
TUT_NEW_1_CRATE_FIRST_SELECT,"[b]Crates[/b] like this one contain useful items that help the [b]heroes[/b] during a mission. Opening a crate requires an [b]interact[/b] action. The highlighted spaces are valid spaces from which to interact with this crate. Note that figures can end their [b]movement[/b] in a space with a crate."
TUT_NEW_1_CRATE_FIRST_CLAIM,"After a hero [b]interacts[/b] with a [b]crate[/b], that crate is removed from the map."
TUT_NEW_1_CRATE_JYN,"[i]You open the crate and find a blaster pistol inside.[/i]\n\nThe player for Jyn Odan searches Jyn’s [b]Class cards[/b] for the card called ""Vintage Blaster"" and places it faceup next to Jyn’s Hero sheet. This is Jyn’s starting weapon. In a typical mission, you would start with this card in play. For details about weapons, see [b]Item Cards[/b] in the Rules Reference Guide."
TUT_NEW_1_CRATE_GAARKHAN,"[i]You open the crate and find a vibro-ax inside.[/i]\n\nThe player for Gaarkhan searches Gaarkhan’s [b]Class cards[/b] for the card called ""Vibro-Ax"" and places it faceup next to Gaarkhan’s Hero sheet. This is Gaarkhan’s starting weapon. In a typical mission, you would start with this card in play. For details about weapons, see [b]Item Cards[/b] in the Rules Reference Guide."
TUT_NEW_1_CRATE_FENN,"[i]You open the crate and find a blaster rifle inside.[/i]\n\nThe player for Fenn Signis searches Fenn’s [b]Class cards[/b] for the card called ""Infantry Rifle"" and places it faceup next to Fenn’s Hero sheet. This is Fenn’s starting weapon. In a typical mission, you would start with this card in play. For details about weapons, see [b]Item Cards[/b] in the Rules Reference Guide."
TUT_NEW_1_CRATE_GIDEON,"[i]You open the crate and find a holdout blaster inside.[/i]\n\nThe player for Gideon Argus searches Gideon’s [b]Class cards[/b] for the card called ""Holdout Blaster"" and places it faceup next to Gideon’s Hero sheet. This is Gideon’s starting weapon. In a typical mission, you would start with this card in play. For details about weapons, see [b]Item Cards[/b] in the Rules Reference Guide."
TUT_NEW_1_CRATE_END_ACT,"Remember to select your hero’s portrait in the app to end its [b]activation[/b] after you have performed both of your [b]actions[/b] and spent all of your [b]movement points[/b] that you wish to spend."
TUT_NEW_1_REMOTE_EASY,"[i]A small, spherical object hovers in the air.[/i]\n\nThis is a training remote. Rebels can [b]attack[/b] training remotes ([b]Health[/b]: 3, Defense: none)."
TUT_NEW_1_REMOTES_RULES,"These rules describe the remote and its purpose. The rules for these remotes define how they can be [b]defeated[/b]."
TUT_NEW_1_REMOTE_HARD,"[i]A small, spherical object darts back and forth through the air.[/i]\n\nThis is a training remote. Rebels can [b]attack[/b] training remotes ([b]Health[/b]: 3, Defense: 1 white die)."
TUT_NEW_1_REMOTES_DEF_REMIND,"Remember that these remotes now have a white defense die. If you have not rolled for the remote’s defense, do so now."
TUT_NEW_1_REMOTE_DEFEATED,"[i]The remote explodes in a cloud of smoke and sparks, its shattered remains falling to the ground.[/i]\n\nDiscard this [b]mission token[/b]."
TUT_NEW_2_NAME,"New Recruits – Part 2"
TUT_NEW_2_DESC,"[i]After a bit of combat training, you are recalled to base when Imperials are detected on the moon. Fighting against remotes is one thing. Fighting against the living? You’re about to learn that’s something else entirely. [/i]\n\nThis second tutorial for new players teaches about Imperial figures."
TUT_NEW_2_DOOR,"[i]A gate leads into the Rebel base, which is surrounded by a fence overgrown with vegetation.[/i]\n\n{0}"
TUT_NEW_2_DOOR_LOCKED,"This door is locked."
TUT_NEW_2_DOOR_UNLOCKED,"A hero may [b]interact[/b] with this [b]door[/b] to open it. Remember a hero must be [b]adjacent[/b] to the door and spend an [b]action[/b] to interact with it."
TUT_NEW_2_INTRO,"[i]You were training with Corporal Kish when he got called back to base, leaving you to continue on your own. You had just destroyed the last remote when a signal came across all comlink channels. ""Alert! Alert! Imperial forces have landed! Begin evacuation procedures immediately!""[/i]\n\nIn this mission you will learn how to perform Imperial [b]activations[/b]."
TUT_NEW_2_DOCS,"The primary reference document for this tutorial is the [i]Legends of the Alliance[/i] Rulebook, which can be accessed through the Rules button in the menu. Words in [b]bold text[/b] refer to specific entries in the Rulebook, as well as the [i]Imperial Assault[/i] Rules Reference Guide included in your core game."
TUT_NEW_2_TILES,"Gather the following tiles for this mission:\n\n01A\n02A\n05A\n09A\n18A (3 tiles)\n38B"
TUT_NEW_2_INTRO_TILES,"[i]Upon receiving the alert signal, you head back toward the base. You arrive at the gate to the base’s courtyard to find the gate closed and locked.[/i]\n\nPlace tiles 01A, 18A (2), and 1 door."
TUT_NEW_2_INTRO_HEROES,"[i]You call in to the command center to request that the gate be opened for you. ""This is Lieutenant Talcon,"" a woman’s voice responds over the comlink. ""Hold tight a moment. We are busy initiating emergency procedures."" You wait impatiently at the gate for it to be unlocked.[/i]"
TUT_NEW_2_INTRO_HERO_JYN,"Place Jyn Odan on the indicated space. Jyn’s player takes Jyn’s Hero sheet and starting weapon, the Vintage Blaster."
TUT_NEW_2_INTRO_HERO_GAARKHAN,"Place Gaarkhan on the indicated space. Gaarkhan’s player takes Gaarkhan’s Hero sheet and starting weapon, the Vibro-Ax."
TUT_NEW_2_INTRO_HERO_FENN,"Place Fenn Signis on the indicated space. Fenn’s player takes Fenn’s Hero sheet and starting weapon, the Infantry Rifle."
TUT_NEW_2_INTRO_HERO_GIDEON,"Place Gideon Argus on the indicated space. Gideon’s player takes Gideon’s Hero sheet and starting weapon, the Holdout Blaster."
TUT_NEW_2_INTRO_TROOPERS,"[i]It is just then that you notice movement out of the corner of your eye. You turn to look, and, through the dense foliage, you catch sight of sunlight glinting off of white armor.[/i]\n\nDeploy 3 Stormtroopers to the indicated spaces. Choose a color below for this group of Stormtroopers."
TUT_NEW_2_REG_ELITE,"This icon represents this [b]group[/b] of Stormtroopers. Place a gray Stormtrooper [b]Deployment card[/b] on the table for reference."
TUT_NEW_2_TROOPERS,"[i]Before you can react, the troopers are charging at you![/i]\n\nNormally the Rebels get to [b]activate[/b] first during a round, but these Stormtroopers [b]interrupt[/b] the normal flow of the game to activate first."
TUT_NEW_2_TROOPERS_ACT,"[b]Imperial figures[/b] activate in [b]groups[/b]. When a group activates, each figure takes its [b]activation[/b] one at a time until all of the figures in the group have activated. The number of figures in an Imperial group is indicated by the number of bars in the top-left corner of the group’s [b]Deployment card[/b] (3 in this case). When the Stormtrooper group is done activating, it will be your chance to fight back!"
TUT_NEW_2_TROOPERS_IMP_ACT_WINDOW,"This is the Imperial activation window. This window shows you everything you need to know to [b]activate[/b] the Stormtroopers that are activating now."
TUT_NEW_2_TROOPERS_INFO_LINK,"If you select the group’s portrait, you can view details about this [b]group[/b]. You can also access this window through the group’s icon on the right side of the screen. Select the Stormtrooper portrait to continue."
TUT_NEW_2_TROOPERS_INFO_WINDOW,"This window shows you any special rules for this [b]group[/b], including any [b]abilities[/b] on the group’s [b]Deployment card[/b] that are not used for this mode of play. For example, you should ignore the [b]Squad Training[/b] ability on all Stormtrooper Deployment cards. When playing [i]Legends of the Alliance[/i], [i]all[/i] abilities on Imperial groups that use the word ""may"" or ""choose"" are ignored because there is no Imperial player to choose when, and if, to use them.\n\nSelect anywhere on the screen to close the group info window."
TUT_NEW_2_TROOPERS_BONUS,"This is a bonus that this [b]group[/b] gets during its [b]activation[/b]. In this case, each Stormtrooper adds one [b]surge[/b] () icon to its [b]attack[/b] during its activation. Bonuses can change each time a group activates, so you should check the bonus each time you activate an Imperial group."
TUT_NEW_2_TROOPERS_INSTR,"[b]Imperial figures[/b] act according to a list of instructions. One at a time, each figure in the [b]group[/b] will perform each of its [b]activation[/b] instructions in order, starting from the top. If a figure cannot perform an instruction, it will skip the instruction and proceed to the next one."
TUT_NEW_2_TROOPERS_INSTR_2,"Some [b]activation[/b] instructions have one or two action icons ( or ) in front of them. An [b]Imperial figure[/b] cannot perform instructions with more than a combined total of 2 action icons during its activation. If an instruction would bring a figure’s total to more than 2 action icons, it will skip that instruction.\n\nAdditionally, Imperial figures can only perform one instruction preceded by a ."
TUT_NEW_2_TROOPERS_A,"Normally you get to decide the [b]activation[/b] order for figures in an Imperial group, but for the purpose of this tutorial, let’s start with the highlighted Stormtrooper."
TUT_NEW_2_TROOPERS_A_INSTR,"The first instruction these Stormtroopers have is:\n"" [b]Move 3[/b] to [b]attack[/b] « the closest Rebel ».""\n""[b]Move 3[/b]"" indicates that this Stormtrooper will spend up to 3 [b]movement points[/b] to try to perform the rest of the instruction, in this case an [b]attack[/b]. When a figure is moving to perform an attack, it will try to get as close as possible to its [b]target[/b]."
TUT_NEW_2_TROOPERS_A_SHORTEST_PATH,"When an [b]Imperial figure[/b] moves, it will take the shortest path (in terms of [b]movement points[/b]) possible to reach its destination.\n\nYou can ignore the Speed value on the Imperial figure’s [b]Deployment card[/b] when using the [b]move[/b] keyword."
