KEY,"English"
UI_PROMOTION_EARNED,"Your {0} ally has earned a promotion!"
UI_SUPPORT_NEXT_MISSION,"You have earned the {0} ally for an additional mission!"
UI_SKILL_CARD_EARNED,"{0}XP Class cards unlocked!"
UI_HALL_OF_LEGENDS,"Hall of Legends"
UI_MISSION_WIN_LOSS,"Missions    Won: {0}     Lost: {1}"
UI_SKILL_TRAINING,"Class Cards"
UI_START_QUEST,"Start Mission"
UI_SIDE_QUEST,"Side Mission"
UI_BALANCE,"Balance: {0}{1}{2} {3}"
UI_CURRENCY,"{0} {1}"
UI_CREDIT,"Credit"
UI_BUY,"Buy"
UI_SELL,"Sell"
UI_NORESULTS,"no results"
UI_EXPANSIONS,"expansions"
UI_EXPANSION,"EXPANSION"
UI_VILLAIN,"VILLAIN"
UI_ALLY,"ALLY"
UI_OWNED,"OWNED"
UI_UNOWNED,"UNOWNED"
UI_BACK,"Back"
UI_QUESTREWARDS,"Mission Rewards"
UI_DONE,"Done"
UI_EMPTY,"Empty"
UI_SLOT,"Slot"
UI_NEW,"New"
UI_NEW_UC,"NEW"
UI_TUTORIAL_UC,"- TUTORIAL -"
UI_SAVESLOT_SELECT,"Select Save Slot"
UI_SAVESLOT_LOAD,"Load Game"
UI_SAVESLOT_DELETE,"Are you sure you want to delete data for [FFE72CFF]slot {0}[-]?"
UI_SAVESLOT_OVERWRITE,"Are you sure you want to overwrite data for [FFE72CFF]slot {0}[-]?"
UI_SAVESLOT_RESET,"Are you sure you want to reset the game saved in [FFE72CFF]slot {0}[-]? If you are in the middle of a mission, this will return you to the start of the current mission. Otherwise, it will return you to the end of the last mission you completed."
UI_FIRST_TIME_PLAYING,"Have you played any version of Star Wars: Imperial Assault before?"
UI_PLAYER_AMOUNT_TUTORIAL,"How many heroes will be playing the tutorial?"
UI_SOLO_NOTICE,"For a solo game, you will control two heroes and follow all rules for a two hero game."
UI_PARTY_NAME_DEFAULT,"Squad Name (Select to Edit)"
UI_NO_MESSAGES,"No messages received."
UI_CAMPAIGN_SELECTION,"Select New Game"
UI_SELECT_SAVE_SLOTS,"Select Save Slot"
UI_SELECT_HEROES,"Select Squad"
UI_PARTY_OVERVIEW,"Squad Overview"
UI_DOWNLOADABLE_CONTENT,"downloadable content"
UI_MISSING_PRODUCTS_TITLE,"This save file was created using products that have since been disabled. To ensure all content is loaded correctly, you must re-enable these products in your collection:"
UI_MISSING_PRODUCTS_MORE_FORMAT,"+ {0} more..."
UI_OPEN,"Open"
UI_OBJECTIVE,"Objective:"
UI_ROUND_X,"Round {0}"
UI_DEFAULT_OBJECTIVE,"No current objective"
UI_INTERMISSION_OBJECTIVE,"Use the galaxy map to continue the campaign."
UI_PURCHASED,"Purchased"
UI_PURCHASING,"Purchasing..."
UI_RESTORE_PURCHASES,"Restore Purchases"
UI_RESTORE_PENDING,"Restoring Purchases..."
UI_RESTORE_SUCCESS,"Restore Success!"
UI_RESTORE_FAILED,"Restore Failed. Error:"
UI_RESTORE_TIMEDOUT,"Restore timed out..."
UI_DIFFICULTY_SELECTION,"Select Difficulty"
UI_DIFFICULTY_NORMAL,"Normal"
UI_DIFFICULTY_HARD,"Hard"
UI_DIFFICULTY_DESC,"Select a difficulty level for the campaign. You will encounter better-trained enemies in greater numbers on Hard difficulty than on Normal."
UI_IAP_FREE,"Free"
UI_IAP_BUY,"Buy"
UI_IAP_UNAVAILABLE,"Unavailable"
UI_COLLECTION_ADD,"Add to Collection"
UI_COLLECTION_REMOVE,"Remove from Collection"
UI_WEBSTORE,"More Info"
UI_NEWGAME,"New Game"
UI_LOADGAME,"Load Game"
UI_STORE,"Store"
UI_COLLECTION,"Collection"
UI_RULES,"Rules"
UI_SCORES,"Scores"
UI_MORE,"More"
UI_CAMPAIGNS,"Campaigns"
UI_OTHERAPPS,"Other Apps"
UI_BOARDGAMES,"Board Games"
UI_MENU_CREDITS,"Credits"
UI_QUIT,"Quit"
UI_QUIT_CONFIRMATION,"Are you sure you want to quit?"
UI_MENU_SURRENDER,"Surrender"
UI_MENU_SURRENDER_CONFIRMATION,"Are you sure you want to surrender the current mission?"
UI_WARNING_GROUPNAME,"Please select a name for your squad!"
UI_REMINDER_THANKS,"Thank you for downloading"
UI_REMINDER_REQUIRES,"*This application requires the board game"
UI_REMINDER_REQUIRES_2,"Visit the [b]Collection[/b] menu to indicate which physical [i]Imperial Assault[/i] products you have access to. The more physical product you own, the more content you’ll unlock in your digital experience!"
UI_TOGGLE_ALL,"Toggle All"
UI_UPDATE_VERSION,"Software update {0}"
UI_FINISH,"Finish"
UI_SELECT_HERO_FOR_EXTRA_ACTIVATION,"Select a hero to receive an extra activation."
UI_WITHDRAW_CONFIRMATION_FORMATTED,"Are you sure you would like to withdraw {0}?"
UI_MEDPACK_CONFIRMATION,"Would you like to use a medpac to recover 5?"
UI_WOUND,"Wound"
UI_WITHDRAW,"Withdraw"
UI_GREY,"gray"
UI_BLACK,"black"
UI_PURPLE,"purple"
UI_BLUE,"blue"
UI_REGULAR,"regular"
UI_ELITE,"elite"
UI_REGULAR_UPPER,"Regular"
UI_ELITE_UPPER,"Elite"
UI_REINFORCE_GROUP_FORMAT,"Reinforce {0} {1}."
UI_SPAWN_GROUP_FORMAT,"Deploy{0} {1}.{2}"
UI_AN_WORD," an"
UI_A_WORD," a"
UI_COLOR_PICK," Assign a color."
UI_MISSION,"Mission"
UI_TASK,"Encounter"
UI_ALLYTASK,"Ally Encounter"
UI_BONUS,"Bonus"
UI_ACTIVATION,"Activation"
UI_SURGE_PRIORITY," Priority"
UI_ASK_FOR_REINFORCEMENT_MESSAGE,"How many {0} are on the map?"
UI_DELETE_CAMPAIGN,"DELETE CAMPAIGN"
UI_RESET_MISSION,"RESET CURRENT MISSION"
UI_REQUIRED_PRODUCT_NAME,"*Requires the PRODUCT_NAME physical product."
UI_SELECT_MISSION,"Select a Briefing:"
UI_OPERATIONS,"Armory"
UI_STORY,"Story"
UI_SIDE,"Side"
UI_MANUAL_ACTIVATE,"Activate Group"
UI_FAME_GAINED,"{0}{1} Fame{2}"
UI_CREDITS_GAINED,"{0}{1} Credit{2}"
UI_MEDPACK_GAINED,"{0}{1} Medpac{2}"
UI_INVENTORY,"Inventory"
UI_ALLIES,"Allies"
UI_ITEMS_1,"Tier I"
UI_ITEMS_2,"Tier II"
UI_ITEMS_3,"Tier III"
UI_REWARDS,"Rewards"
UI_MISSIONS_REMAINING,"Mission(s) Remaining"
UI_XP,"{0} XP"
UI_LAUNCH_MISSION,"Begin"
UI_INTERACT_SYMBOL," Interact"
UI_ESCAPE,"Escape"
UI_DEFEAT_BUTTON,"Defeat"
UI_INSUFFICIENT_FUND,"Insufficient funds."
UI_PROCEED_TRANSACTION,"Proceed with the transaction?"
UI_BEGIN_MISSION,"Begin Mission"
UI_BEGIN_TASK,"Begin Encounter"
UI_LEVEL,"XP"
UI_LOG_MISSION,"Mission Log"
UI_LOG_CAMPAIGN,"Campaign Log"
UI_ROUND,"Round"
UI_DECK_LEVEL_1,"Tier I"
UI_DECK_LEVEL_2,"Tier II"
UI_DECK_LEVEL_3,"Tier III"
UI_DECK_REWARD,"Reward"
UI_DECK_HERO,"Hero"
UI_PERSONAL_INVENTORY,"Personal Inventory"
UI_CAMPAIGN_INTERMISSION,"Intermission"
UI_ACQUIRED,"Acquired!"
UI_TUTORIAL_NO_WITHDRAW,"Heroes cannot be withdrawn during this tutorial. Discard all  from this hero and continue the game."
UI_INCAPACITATED_RULES,"{0}\n\nThese rules can be found by selecting this hero's portrait and then selecting the info button."
UI_ENEMY_CANNOT_BE_DEFEATED,"{0} cannot be defeated."
UI_GAIN,"Gain"
UI_REPLACE,"Replace"

UI_WARNING_SKILL_RESET,"Warning: Each hero can only reset their skills once per campaign.\n\nThere is no way to undo this."
UI_WARNING_UNSAVED_CHANGES,"You have unsaved skill changes. Continue without saving?"
UI_WARNING_TRANSACTION_INCOMPLETE,"You have unfinished transactions. Leave the armory anyway?"

UI_ERROR_TOO_FEW_SKILLS,"Insufficient number of skills assigned."
UI_ERROR_TOO_MANY_SKILLS,"Too many skills assigned."
UI_ERROR_TOO_MANY_SKILLS_AT_LEVEL,"Too many skills at current max skill level."
UI_ERROR_PENDING_SKILLS,"You must assign your pending skills before proceeding."
UI_SELECT_CAMPAIGN,"Select Campaign"
UI_SELECT_SAVE_SLOT,"Select Save Slot"
UI_SQUAD,"Squad"
UI_EDIT_SQUAD_NAME,"Squad Name (Select to Edit)"
UI_THREAT_LEVEL,"Threat Level: {0}"
UI_RANDOM_ALLY_RECEIVE,"You have earned a random ally{0}!"
UI_RANDOM_ALLY_RECEIVE_2," for the{0} next mission{1}"

UI_LANGUAGE_WARNING,"Not all campaigns yet available in your language."
UI_LANGUAGE_CAMPAIGN_WARNING,"This campaign is not currently available in your preferred language."
UI_LANGUAGE_DOWNLOAD_WARNING,"A download may be required for your language content. Please ensure that you have a reliable internet connection before confirming."
UI_DOWNLOADING_ICON_DESCRIPTION,"Assets are downloading when you see this icon:"
UI_WARNING_INTERNET_CONNECTION,"Please ensure you have a reliable internet connection"
UI_UPDATE_MESSAGE_VERSION_1.5.1,"Spanish and German content added!"

UI_RAIDS,"Raids"
UI_SELECT_RAID,"Select Raid"
UI_RAID_TIER,"Raid Tier"
UI_BRONZE,"Bronze"
UI_SILVER,"Silver"
UI_GOLD,"Gold"
UI_PLATINUM,"Platinum"
FAME_DESCRIPTION_RAID," "
UI_TOTAL_FAME,"Total Fame:"
UI_OBJECTIVES_BASE,"Objective:"
UI_OBJECTIVES_BONUS," Bonus:"
UI_ENEMIES,"Enemy:"
UI_PENALTIES,"Hero Defeat:"
UI_HIGH_FAME_SCORE,"Previous high score: {0}"
UI_RAID_TIER_RESULT,"{0} Commendation"
UI_NEXT_RAID_TIER,"{0} at {1} Fame"
UI_RAID_OBJECTIVES_SCORE,"Objectives: {0}"
UI_RAID_ENEMIES_SCORE,"Enemies: {0}"
UI_RAID_PENALTIES_SCORE,"Penalties: {0}"
UI_RAID_FAME,"Fame: {0}"
UI_REQUIRED_PRODUCT_NAME_2,"*Requires the PRODUCT2_NAME and PRODUCT_NAME physical products."
UI_OR,"OR"
UI_CAMPAIGN,"Campaign"
UI_RAID,"Raid"
UI_DECK_RAID,"No card"
UI_GAME_MAT,"GAME MAT"
UI_UPDATE_MESSAGE_VERSION_1.6.0,"The new raid mode is available now! Gather a team of heroes, spend your starting credits and XP, and raid Imperial intel to earn as much fame as possible in six rounds."
UI_UPDATE_MESSAGE_VERSION_1.6.1,"- New raid ""The Gray Cap Cantina"" is now available!
- French language added.
- Various bug fixes."
TEST_ITEM_RECEIVED,"You’ve unlocked new Class cards and received gear from the Alliance!\n\nBefore starting the mission you want to test, check your inventory for the non-weapon items you have gained over this campaign. You will also need to assign each hero’s skills from the Class menu. Each hero must select 1 Class card per mission completed or skipped.\n\n(Remember that heroes unlock a 1XP card after the first mission, a 2XP or lower card after the second mission, and so forth.)"
TEST_FORCE_SHOP,"Visit the shop via Operations to receive and spend new credits on weapons and modifications.\n\nPlease do this immediately. You will miss your opportunity to shop at this level when you proceed to or skip the next mission."
TEST_TASK,"Encounters are narrative events that will occur between missions. Please play one of the available encounters before beginning or skipping the next mission."
TEST_CAMPAIGN_EXPLAIN_1,"Welcome to the Imperial Assault app test!\n\nThis campaign is set up to help you test specific missions by skipping over earlier missions.\n\nIf you want to play a tutorial or mission 1, select that mission from the map\n\nIf you want to play a later mission, select the ""Skip Mission 1"" encounter, then select ""Begin Encounter"". This will simulate having completed mission 1."
TEST_CAMPAIGN_EXPLAIN_2,"Throughout this Test Campaign, note that multiple encounters or missions can occur at the same location. Be careful to select the correct encounter by using the arrows."
TEST_TRAITOR_ID,"The app normally selects a traitor at random. For testing, select a traitor by setting the Traitor ID.\n\n0: Random\n1: Ares Ginn\n2: Burin Kassal\n3: Calle Tharandon"
TEST_SUSPECT_ID,"During Mission 4, players will have to decide who they suspect is the traitor. For testing, select a suspect by setting the Suspect ID.\n\n1: Ares Ginn\n2: Burin Kassal\n3: Calle Tharandon"
TEST_CLUE_1,"Over the campaign, players will have to uncover clues as to the traitor’s identity. For testing, did the heroes find clue 1? (Mission 2: Crate)"
TEST_CLUE_2,"Did the heroes find clue 2? (Mission 2: Darpik)"
TEST_CLUE_3,"Over the campaign, players will have to uncover clues as to the traitor’s identity. For testing, did the heroes find clue 3? (Mission 3: Terminal)"
TEST_CLUE_4,"Did the heroes find clue 4? (Mission 3: Blue Crate)"
TEST_DARPIK_ALIVE,"Did Captain Darpik survive the rescue in mission 2?"
TEST_TRAITOR_ESCAPED,"Did the traitor escape in mission 4?"
TEST_WEISS_ALIVE,"Did the the general survive mission 4? (The general survives if the heroes failed the mission.)"
TEST_STAR_MAP_RECOVERED,"Did the the heroes recover the star map in mission 3?"
TEST_ALLIES_UNLOCKED,"All Core Set allies have been unlocked for this test."
LOCATION_ALEEN,"Aleen"
LOCATION_ALEEN_DESCRIPTION,"The desert plains of Aleen are home to a tribal race of small reptilians. These Aleena once warred with the sentient tree-like Kindalo who now live beneath the surface."

LOCATION_BESPIN,"Bespin"
LOCATION_BESPIN_DESCRIPTION,"This gas giant is home to mining facilities like Cloud City, where the planet's valuable tibanna gas is harvested and processed."

LOCATION_CATO_NEIMOIDIA,"Cato Neimoidia"
LOCATION_CATO_NEIMOIDIA_DESCRIPTION,"A wealthy Neimoidian colony known for its bridge cities, which are suspended between massive rock pillars high above the planet's ocean surface."

LOCATION_CHOLGANNA,"Cholganna"
LOCATION_CHOLGANNA_DESCRIPTION,"The shadowy forests that blanket Cholganna are home to a vicious ambush predator: the nexu."

LOCATION_CORUSCANT,"Coruscant"
LOCATION_CORUSCANT_DESCRIPTION,"Coruscant Description"

LOCATION_CORELLIA,"Corellia"
LOCATION_CORELLIA_DESCRIPTION,"An ancient industrial world, Corellia is home to Imperial shipyards that produce TIE fighters and Star Destroyers."

LOCATION_DEEP_SPACE_AGAMAR,"Deep space near Agamar"
LOCATION_DEEP_SPACE_AGAMAR_DESCRIPTION,"This corner of space offers a view of the frozen and rocky surface of Agamar. In the early days of the Rebellion, Captain Rex and stranded Separatist droids joined forces to battle the Empire on the planet."

LOCATION_DEEP_SPACE,"Deep Space"
LOCATION_DEEP_SPACE_DESCRIPTION,"A vast stretch of cold, dark nothingness."

LOCATION_DEEP_SPACE_ITHOR,"Ithorian Space"
LOCATION_DEEP_SPACE_ITHOR_DESCRIPTION,"This pocket of space boasts a view of the planet Ithor. The planet's native Ithorians hold their sprawling jungles sacred and prohibit hunting."

LOCATION_DEVARON,"Devaron"
LOCATION_DEVARON_DESCRIPTION,"This jungle world produced many pirates, smugglers, and mercenaries before the Empire took control."

LOCATION_FELUCIA,"Felucia"
LOCATION_FELUCIA_DESCRIPTION,"The site of multiple Clone Wars battles, this Outer Rim planet is covered in primeval jungles."

LOCATION_FONDOR,"Near Fondor"
LOCATION_FONDOR_DESCRIPTION,"This Imperial stronghold hosts some of the Empire’s largest shipyards."

LOCATION_HOTH,"Hoth"
LOCATION_HOTH_DESCRIPTION,"This icy Outer Rim planet was the site of the decisive Imperial assault on the Alliance's Echo Base."

LOCATION_ISON,"Ison"
LOCATION_ISON_DESCRIPTION,"This forgotten planet is home to the idyllic mountain village, Haven."

LOCATION_KASHYYYK,"Kashyyyk"
LOCATION_KASHYYYK_DESCRIPTION,"The powerful Wookiee species hails from this planet's dense jungles and towering trees."

LOCATION_KESSEL,"Kessel"
LOCATION_KESSEL_DESCRIPTION,"Kessel Description"

LOCATION_LOTHAL,"Lothal"
LOCATION_LOTHAL_DESCRIPTION,"An Outer Rim world of vast grasslands, Lothal is home to loth-cats and an ancient Jedi temple. When Lothal fell under Imperial occupation, a Rebel cell known as the Spectres rose up to fight for the world's freedom."

LOCATION_MALASTARE,"Malastare"
LOCATION_MALASTARE_DESCRIPTION,"This forested, Mid Rim planet lies along the Hydian Way. It is home to the Dug and Gran species, as well as the giant Zillo Beast."

LOCATION_NAL_HUTTA,"Nal Hutta"
LOCATION_NAL_HUTTA_DESCRIPTION,"This hot, swampy planet is the homeworld of the Hutts."

LOCATION_NAR_SHADDAA,"Nar Shaddaa"
LOCATION_NAR_SHADDAA_DESCRIPTION,"The ""Smuggler’s Moon"" rests deep within Hutt Space. This bustling criminal hub has more than earned its infamy."

LOCATION_ORD_MANTELL,"Ord Mantell"
LOCATION_ORD_MANTELL_DESCRIPTION,"This mountainous Mid Rim planet sees its share of outlaws. The Black Sun criminal syndicate operated out of Ord Mantell City during the fall of the Republic."

LOCATION_RODIA,"Rodia"
LOCATION_RODIA_DESCRIPTION,"This swampy Outer Rim planet is home to the Rodians. Their domed cities protect them from the overbearing surface heat."

LOCATION_RYLOTH,"Ryloth"
LOCATION_RYLOTH_DESCRIPTION,"This Outer Rim planet is home to the Twi'lek, who avoid the world's dangers by living in underground settlements."

LOCATION_SON-TUUL,"""Son-tuul"""
LOCATION_SON-TUUL_DESCRIPTION,"""Son-tuul Description"""

LOCATION_TATOOINE,"Tatooine"
LOCATION_TATOOINE_DESCRIPTION,"This desert planet in the Outer Rim was the childhood home of Luke Skywalker."

LOCATION_TOYDARIA,"Toydaria"
LOCATION_TOYDARIA_DESCRIPTION,"Located in Hutt Space, this fog-blanketed swamp world is home to the Toydarian species."

LOCATION_YAVIN,"Yavin 4"
LOCATION_YAVIN_DESCRIPTION,"The fourth moon orbiting the Outer Rim planet Yavin, Yavin 4’s jungle surface is home to the Massassi Outpost. This ancient temple served as the Alliance’s headquarters in the early days of the Galactic Civil War."

LOCATION_YLESIA,"Ylesia"
LOCATION_YLESIA_DESCRIPTION,"This planet in Hutt space is home to the bulky, horned beasts known as reek."
FAME_TITLE,"Fame Level"
FAME_DESCRIPTION,"Your fame level influences the items that the Rebel Alliance gives you after each mission, as well as the quantity and quality of Imperial groups you will face during missions."
FAME_INSIGNIFICANT,"Insignificant"
FAME_NOTEWORTHY,"Noteworthy"
FAME_IMPRESSIVE,"Impressive"
FAME_CELEBRATED,"Celebrated"
FAME_HEROIC,"Heroic"
FAME_LEGENDARY,"Legendary"
FAME_RANGE,"{0} - {1}"
FAME_RANGE_TOP,"{0}+"
CAMPAIGN_TUTORIAL_TITLE,"[i]Legends of the Alliance[/i] Tutorial"
CAMPAIGN_TUTORIAL_DESCRIPTION,"Whether you are brand new to [i]Star Wars: Imperial Assault[/i] or are a veteran of the game, this tutorial will teach you how to play [i]Star Wars: Imperial Assault—Legends of the Alliance[/i]!"
CAMPAIGN_1_TITLE,"Flight of the [i]Freedom Fighter[/i]"
CAMPAIGN_1_DESCRIPTION,"Following the destruction of the Death Star, you must escape the Empire’s retaliation on Yavin 4 and protect the transport [i]Freedom Fighter[/i] as it passes through treacherous Imperial space."
CAMPAIGN_1_PROLOGUE,"From within the secret Rebel base on Yavin 4, you listen anxiously as the pilots of Red and Gold squadrons face down the Empire’s ultimate weapon, the Death Star. You cheer with joyful relief when Luke Skywalker destroys the Imperial installation with a single shot. You stand at grateful attention as Princess Leia Organa presents Skywalker and Han Solo with awards for their meritorious service.\n\nYet, the ceremony has hardly finished when Rebel Command orders a full evacuation of the Yavin 4 base. You help load the transports, uncertain how long you have until the Empire arrives...."
CAMPAIGN_1_VICTORY,"The Rebel ships arrayed at the rendezvous point are a welcome sight. The Alliance has survived the evacuation of the base on Yavin 4 and, thanks to your actions, has escaped detection by Imperial forces. Though you will never forget the cost of this victory, you know it is a small sacrifice for the good you have done. Admiral Ackbar pins commendations to each of your uniforms. You’ve barely had time to thank the admiral for the honor when your comlink beeps—new orders. There are still many battles left to fight before the galaxy is freed of the Emperor’s tyranny, and you may yet be instrumental in them. May the Force be with you, always!"
CAMPAIGN_1_DEFEAT_1,"You awaken in an Imperial detention cell. Your most serious wounds have been tended to, but judging by every other part of your body aching, that’s probably just so that you don’t die before the Empire has had a chance to question you. The door to your cell slides open, and an Imperial intelligence officer enters. “Your crew will be well-treated if you cooperate,” the officer sneers. Almost certainly a lie, perhaps even a bluff. If you don’t give the Empire answers, they will move to the next captive. But you cannot betray the Alliance. As the officer beckons for an interrogation droid, you prepare to resist to your last breath. May the Force be with you…"
CAMPAIGN_1_DEFEAT_2,"You awaken in an Imperial detention cell. Your most serious wounds have been tended to, but judging by every other part of your body aching, that’s probably just so that you don’t die before the Empire has had a chance to question you. The door to your cell slides open, and any hope of a rescue you may have harbored is dashed as an Imperial intelligence officer enters alongside the ominously-humming globe of a hovering interrogation droid. As stormtroopers restrain you, you can only hope that some twist of fate allowed your crew to escape in the chaos you caused. If so, may the Force be with them…"
CAMPAIGN_1_DEFEAT_3,"Your sacrifice bought the [i]Freedom Fighter[/i] time to escape. The last thing you see before collapsing is the [i]Freedom Fighter[/i] streaking away from the Star Destroyer, its engines glimmering against the black of space before rocketing safely into hyperspace. Even the ominous humming of Imperial interrogation droids cannot banish your hope for the galaxy. As an Imperial intelligence officer begins your interrogation, you know this: you have saved many Rebel lives, and you will resist as long as it takes to save more with your silence. You, like the Alliance itself, will not surrender. May the Force be with you…"
CAMPAIGN_1_DEFEAT_4,"Your sacrifice bought the [i]Freedom Fighter[/i] time to escape. The last thing you see before collapsing is the [i]Freedom Fighter[/i] streaking away from the Star Destroyer, its engines glimmering against the black of space before rocketing safely into hyperspace. As Imperial intelligence officers begin their agonizing interrogation, they cannot shatter your determination to resist to the last moment. You saved many Rebel lives, and though you failed to protect the star map from the Empire, the [i]Freedom Fighter[/i]’s crew still have a chance to warn the fleet before the Empire can use that information. Hope survives. May the Force be with them…"
CAMPAIGN_1_DEFEAT_5,"You have overcome everything the Imperial war machine has thrown at you to ensure the safety of the [i]Freedom Fighter[/i], the survival of its crew, and the security of the Rebel Alliance. You feel strangely honored that your exploits proved impressive enough for Darth Vader to personally intervene. Vader’s grip tightens as more Imperial soldiers flood the hangar. “Commander, prepare holding cells for these Rebel agents,” Vader orders. ""We have much to discuss."" You struggle for breath as you start to lose consciousness. For now, you have saved the Rebellion. Even in the face of Darth Vader, you will not surrender. May the Force be with you, always."

CAMPAIGN_2_TITLE,"Jabba's Realm"
CAMPAIGN_2_DESCRIPTION,"After crash landing on Tatooine, you are pressed into the service of the vile gangster Jabba the Hutt in order to protect your loved ones."

CAMPAIGN_3_TITLE,"Return to Hoth"
CAMPAIGN_3_DESCRIPTION,"Separated from the Rebel Alliance after the Battle of Hoth, only you can thwart the ambitions of the diabolical General Sorin and his deadly new weapon!"
RAID_1_TITLE,"Malastarian Outpost"
RAID_1_CAMPAIGN,"Tasked with infiltrating an Imperial outpost, you gear up for a challenging single mission.\n\nEach hero starts with a 1 and 2XP Class card. "

RAID_2_TITLE,"The Gray Cap Cantina"
RAID_2_DESCRIPTION,"Accumulate as much fame as possible in a raid on off-duty Imperial officers.\n\nEach hero starts with a 1, 2, 3, and 4XP Class card. "
ALLY_DISCLAIMER,"*Adding this Ally pack may cause this character to appear outside their established timeline."
ALLY_DISCLAIMER_2,"*Adding this Ally pack may cause these characters to appear outside their established timelines."
VILLAIN_DISCLAIMER,"*Adding this Villain pack may cause this character to appear outside their established timeline."
BOX_DISCLAIMER,"*Adding this expansion may cause these characters to appear outside their established timelines."

PRODUCTSWI01_TITLE,"[i]Star Wars: Imperial Assault[/i] Core Game"
PRODUCTSWI01_DESCRIPTION,"As the essential core experience, the [i]Star Wars: Imperial Assault[/i] core game provides the heroes with everything they need to begin a [i]Legends of the Alliance[/i] campaign."
PRODUCTSWI01_CONTENTS,"Digital content unlocked:
 • 6 heroes
 • 15 enemy groups
 • 5 allies
 • 5 ally encounters
 • 4 villains
 • 36 items
 • 9 supply cards
 • 3 conditions"

PRODUCTSWI03_TITLE,"General Weiss Villain Pack"
PRODUCTSWI03_DESCRIPTION,"Face off against the devious Imperial general and his dangerous AT-ST in your campaigns of [i]Legends of the Alliance[/i]."
PRODUCTSWI03_CONTENTS,"Digital content unlocked:\n
 • 1 villain that can appear in any campaign"

PRODUCTSWI04_TITLE,"Royal Guard Champion Villain Pack"
PRODUCTSWI04_DESCRIPTION,"Defeat the Emperor’s champion in your campaigns of [i]Legends of the Alliance[/i]."
PRODUCTSWI04_CONTENTS,"Digital content unlocked:\n
 • 1 villain that can appear in any campaign"

PRODUCTSWI05_TITLE,"IG-88 Villain Pack"
PRODUCTSWI05_DESCRIPTION,"Withstand the heavy firepower of bounty hunter IG-88 in your campaigns of [i]Legends of the Alliance[/i]."
